parameter,newspaper,title,date,date_policy,search_,type_newspaper,nivel,entidad,name_entidad,measure,municipio_name,municipio,end_date,state_date_first,note
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/16/20,4/16/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Progreso,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Tizimín,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Yaxcabá,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Tinum,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Chikindzonot,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Xocchel,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Homún,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Cuzamá,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Dzoncauich,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Tekal de Venegas,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Tepakán,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Sudzal,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Hunucmá,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Conkal,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Tetiz,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Chicxulub pueblo,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/17/20,4/17/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Ucú,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/18/20,4/18/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Peto,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/18/20,4/18/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Tzucacab,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/18/20,4/18/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Akil,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/18/20,4/18/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Teabo,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/18/20,4/18/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Tixméhuac,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/18/20,4/18/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Mayapán,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/18/20,4/18/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Umán,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/18/20,4/18/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Valladolid,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/18/20,4/18/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Oxkutzcab,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/19/20,4/19/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Chemax,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/19/20,4/19/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Tekax,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/19/20,4/19/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Ticul,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/19/20,4/19/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Halachó,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/19/20,4/19/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Muna,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/19/20,4/19/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Opichén,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/19/20,4/19/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Chocholá,,,,
apoyo alimenticio,https://www.lajornadamaya.mx/2020-04-15/Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,Calendario-de-entrega-de-apoyos-alimentarios-en-Yucatan,4/19/20,4/19/20,1, wordpress,municipal,,yucatan,paquetes de alimentacion,Samahil,,,,
,https://www.eluniversal.com.mx/metropoli/cdmx/trasladan-primer-paciente-con-covid-19-al-hospital-de-centro-citibanamex,trasladan-primer-paciente-con-covid-19-al-hospital-de-centro-citibanamex, 2020-04-27, 2020-04-27,1, wordpress,estatal,,cdmx,hospital temporal,,,,,
apoyo alimentario y medico,https://www.elsoldemexico.com.mx/metropoli/cdmx/cdmx-reparte-kits-medicos-y-despensas-a-pacientes-con-covid-19-que-contienen-5052122.html,cdmx-reparte-kits-medicos-y-despensas-a-pacientes-con-covid-19-que-contienen-5052122, 2020-04-01,,2, wordpress,estatal,,cdmx,tarjeta emergent y kit medico a pacientes,,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,3, wordpress,estatal,,cdmx,extension hoy no circula,,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,4, wordpress,municipal,,estado de mexico,extension hoy no circula,Atizapán de Zaragoza,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,5, wordpress,municipal,,estado de mexico,extension hoy no circula,Coacalco de Berriozabal,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,6, wordpress,municipal,,estado de mexico,extension hoy no circula,Cuautitlan,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,7, wordpress,municipal,,estado de mexico,extension hoy no circula,cuautitlan izcalli,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,8, wordpress,municipal,,estado de mexico,extension hoy no circula,chalco,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,9, wordpress,municipal,,estado de mexico,extension hoy no circula,chicoloapan,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,10, wordpress,municipal,,estado de mexico,extension hoy no circula,chimalhuacan,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,11, wordpress,municipal,,estado de mexico,extension hoy no circula,ecatepec de morelos,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,12, wordpress,municipal,,estado de mexico,extension hoy no circula,huixquilucan,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,13, wordpress,municipal,,estado de mexico,extension hoy no circula,ixtapaluca,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,14, wordpress,municipal,,estado de mexico,extension hoy no circula,la paz,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,15, wordpress,municipal,,estado de mexico,extension hoy no circula,naucalpan de juarez,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,16, wordpress,municipal,,estado de mexico,extension hoy no circula,nezahualcoyotl,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,17, wordpress,municipal,,estado de mexico,extension hoy no circula,nicolas romero,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,18, wordpress,municipal,,estado de mexico,extension hoy no circula,tecamac,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,19, wordpress,municipal,,estado de mexico,extension hoy no circula,tlaneplantla de baz,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,20, wordpress,municipal,,estado de mexico,extension hoy no circula,tultitlan,,,,
,https://www.sedema.cdmx.gob.mx/programas/programa/hoy-no-circula,hoy-no-circula, 2020-04-24,,21, wordpress,municipal,,estado de mexico,extension hoy no circula,valle de chalco,,,,
seguridad social coronavirus, https://azdiario.mx/?p=95051, Edomex: Dan de alta a 23 presos diagnosticados con Covid-19, 2020-04-13,,1, wordpress,municipal,,estado de mexico,alta medica a reos,toluca,,,,
seguridad social coronavirus, https://azdiario.mx/?p=94904, Tamaulipas: Inauguran hospital para atender a pacientes con Covid-19, 2020-04-29T15:37:31,,1, wordpress,municipal,,tamaulipas,hospital temporal,nuevo laredo,,,,
escuelas coronavirus, https://www.lja.mx/?p=327324, El regreso a la Nueva Normalidad post COVID-19, 2020-05-14T00:02:54,,1, wordpress,,,,,,,,,
escuelas coronavirus, https://www.lja.mx/?p=320794, Servicio de transporte urbano de Aguascalientes se reducirá hasta el 30%, 2020-03-28T00:00:12, 2020-03-28,1, wordpress,municipal,,aguascalientes,reducción transporte público,aguascalientes,,,,
escuelas coronavirus, https://www.lja.mx/?p=320327, Anuncia Gobierno Federal inicio de Fase 2 de la epidemia de Covid-19, 2020-03-25T00:02:31, 2020-03-24,1, wordpress,federal,,fase 2,,,,,,
escuelas coronavirus, https://www.lja.mx/?p=319497, Aguascalientes se prepara ante la llegada del Covid-19, 2020-03-17T00:00:00,,1, wordpress,estatal,,aguascalientes,lineas telefonicas para informacion,,,,,
escuelas coronavirus, https://www.lja.mx/?p=319497, Aguascalientes se prepara ante la llegada del Covid-19, 2020-03-17T00:00:00, 2020-03-23,1, wordpress,estatal,,aguascalientes,suspensión de clases,,,,,
escuelas coronavirus, https://www.lja.mx/?p=319370, Orozco Sandoval Gobernador de Aguascalientes anunció medidas de prevención contra coronavirus, 2020-03-14T00:00:36,,1, wordpress,,,,,,,,,
escuelas coronavirus, https://lajornadasanluis.com.mx/?p=460777, Acciones del gobierno se encaminan a restablecer la normalidad: AMLO, 2020-04-05T19:20:52,,1, wordpress,,,,,,,,,
escuelas coronavirus, https://lajornadasanluis.com.mx/?p=420050, Por Covid-19 se amplía receso de Semana Santa: SEGE, 2020-03-23,,1, wordpress,federal,,extensión de semana santa en todos los niveles educativos,,,,,,
escuelas coronavirus, http://ljz.mx/?p=291133, Aprueba cabildo de Zacatecas la celebración de sesiones virtuales, 2020-04-08T03:02:34,,1, wordpress,,,,,,,,,
escuelas coronavirus, http://ljz.mx/?p=290187, Alcalde de la capital gestiona alternativas en pago del agua ante emergencia sanitaria, 2020-03-28T01:38:25,,1, wordpress,estatal,,zacatecas,condena pago de agua,,,,,
escuelas coronavirus, http://ljz.mx/?p=289837, Municipio de Zacatecas anuncia incentivos para fortalecer la economía ante emergencia sanitaria, 2020-03-24T05:16:50,,1, wordpress,municipal,,zacatecas,"cierre de bares, antros, cines, gimansios",,,,,
escuelas coronavirus, http://ljz.mx/?p=289837, Municipio de Zacatecas anuncia incentivos para fortalecer la economía ante emergencia sanitaria, 2020-03-24T05:16:50,,1, wordpress,municipal,,zacatecas,cierre de servicios turisticos,,,,,
escuelas coronavirus, http://ljz.mx/?p=289837, Municipio de Zacatecas anuncia incentivos para fortalecer la economía ante emergencia sanitaria, 2020-03-24T05:16:50,,1, wordpress,municipal,,zacatecas,cierre de salones de eventos,,,,,
escuelas coronavirus, http://ljz.mx/?p=289837, Municipio de Zacatecas anuncia incentivos para fortalecer la economía ante emergencia sanitaria, 2020-03-24T05:16:50,,1, wordpress,municipal,,zacatecas,restaurantes con restircciones en capacidad,,,,,
escuelas coronavirus, http://ljz.mx/?p=289837, Municipio de Zacatecas anuncia incentivos para fortalecer la economía ante emergencia sanitaria, 2020-03-24T05:16:50,,1, wordpress,municipal,,zacatecas,entrega de despensas,,,,,
escuelas coronavirus, http://ljz.mx/?p=289837, Municipio de Zacatecas anuncia incentivos para fortalecer la economía ante emergencia sanitaria, 2020-03-24T05:16:50,,1, wordpress,municipal,,zacatecas,microcréditos ,,,,,
escuelas coronavirus, http://ljz.mx/?p=289837, Municipio de Zacatecas anuncia incentivos para fortalecer la economía ante emergencia sanitaria, 2020-03-24T05:16:50,,1, wordpress,,,,,,,,,
escuelas coronavirus, http://ljz.mx/?p=289060, Aumentará Gobierno del Estado filtros de seguridad sanitaria, 2020-03-13T02:20:45,,1, wordpress,,,,,,,,,
