graph,coef,lb95,ub95,interaction,interactionss,ene,avg,iden1,iden2,iden3,policy_1,policy_2,order_1,order_2
Date=22054,.0253623,.0184791,.0322456,0,1,45158,-.275883,mr1,mobility,m5,Date=22054,,,
Date=22028,-.0546691,-.0603378,-.0490003,0,1,45158,-.275883,mr1,alcohol,m5,Date=22028,,,
Date=22065,.0682934,.0606677,.0759191,0,1,45158,-.275883,mr1,events,m5,Date=22065,,,
local masks,.0056034,.0031798,.008027,0,1,45158,-.275883,mr1,masks,m5,local masks,,,
Date=22021,-.0290263,-.0336595,-.0243931,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22021,,,
Date=22066,.0348597,.0268858,.0428336,0,1,45158,-.275883,mr1,masks,m5,Date=22066,,,
Constant,-.2650407,-.2699897,-.2600917,0,1,45158,-.275883,mr1,public places,m5,Constant,,,
Date=22009,.0142997,.0096764,.0189229,0,1,45158,-.275883,mr1,businesses,m5,Date=22009,,,
Date=22060,.0517552,.0443061,.0592043,0,1,45158,-.275883,mr1,public places,m5,Date=22060,,,
Date=22014,-.0636547,-.0679476,-.0593619,0,1,45158,-.275883,mr1,businesses,m5,Date=22014,,,
Date=22023,-.0043956,-.0098477,.0010565,0,0,45158,-.275883,mr1,businesses,m5,Date=22023,,,
inflow alcohol,.0014423,-.0013482,.0042328,0,0,45158,-.275883,mr1,alcohol,m5,inflow alcohol,,,
Date=22026,-.0291779,-.0353187,-.0230371,0,1,45158,-.275883,mr1,public places,m5,Date=22026,,,
Date=22062,.0243574,.0173778,.0313369,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22062,,,
Date=22052,.0065321,-.0006776,.0137418,0,0,45158,-.275883,mr1,masks,m5,Date=22052,,,
Date=22058,.0524614,.0451587,.0597641,0,1,45158,-.275883,mr1,businesses,m5,Date=22058,,,
Date=22033,-.0386266,-.0448929,-.0323603,0,1,45158,-.275883,mr1,fines,m5,Date=22033,,,
Date=22042,-.0254988,-.0318899,-.0191077,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22042,,,
Date=22039,-.0001317,-.0071636,.0069002,0,0,45158,-.275883,mr1,alcohol,m5,Date=22039,,,
Date=22041,-.0175522,-.0244437,-.0106608,0,1,45158,-.275883,mr1,fines,m5,Date=22041,,,
Date=22048,.0062997,-.0004497,.0130491,0,0,45158,-.275883,mr1,businesses,m5,Date=22048,,,
local publicplaces,-.0045929,-.0101573,.0009714,0,0,45158,-.275883,mr1,public places,m5,local publicplaces,,,
Date=22018,-.0129647,-.018327,-.0076025,0,1,45158,-.275883,mr1,masks,m5,Date=22018,,,
Date=22054,.0255895,.018669,.0325099,0,1,45158,-.275883,mr1,businesses,m5,Date=22054,,,
Date=22062,.0245574,.0176445,.0314704,0,1,45158,-.275883,mr1,events,m5,Date=22062,,,
Date=22065,.0699643,.062293,.0776355,0,1,45158,-.275883,mr1,mobility,m5,Date=22065,,,
Date=22021,-.0275556,-.032274,-.0228371,0,1,45158,-.275883,mr1,alcohol,m5,Date=22021,,,
Date=22018,-.0120914,-.0174487,-.0067341,0,1,45158,-.275883,mr1,mobility,m5,Date=22018,,,
Date=22027,-.0392294,-.0453298,-.0331291,0,1,45158,-.275883,mr1,alcohol,m5,Date=22027,,,
Date=22030,-.0274221,-.0335869,-.0212574,0,1,45158,-.275883,mr1,curfew,m5,Date=22030,,,
Date=22016,-.0922482,-.0974939,-.0870026,0,1,45158,-.275883,mr1,curfew,m5,Date=22016,,,
Date=22012,-.0157768,-.0208335,-.01072,0,1,45158,-.275883,mr1,events,m5,Date=22012,,,
Date=22047,.0028286,-.0039651,.0096224,0,0,45158,-.275883,mr1,checkpoints,m5,Date=22047,,,
Date=22049,.0082929,.0016118,.0149739,0,1,45158,-.275883,mr1,public places,m5,Date=22049,,,
Date=22062,.0258128,.0188309,.0327948,0,1,45158,-.275883,mr1,fines,m5,Date=22062,,,
Date=22012,-.0150932,-.0201332,-.0100532,0,1,45158,-.275883,mr1,curfew,m5,Date=22012,,,
Date=22042,-.0235574,-.0299195,-.0171952,0,1,45158,-.275883,mr1,mobility,m5,Date=22042,,,
Date=22011,-.0054474,-.0102787,-.000616,0,1,45158,-.275883,mr1,curfew,m5,Date=22011,,,
Date=22029,-.0705979,-.0767187,-.0644771,0,1,45158,-.275883,mr1,alcohol,m5,Date=22029,,,
Date=22061,.0305829,.0232896,.0378763,0,1,45158,-.275883,mr1,businesses,m5,Date=22061,,,
Date=22041,-.0168052,-.0238026,-.0098079,0,1,45158,-.275883,mr1,curfew,m5,Date=22041,,,
Date=22060,.0521608,.0448167,.0595049,0,1,45158,-.275883,mr1,businesses,m5,Date=22060,,,
local businesses,.0089919,.0021053,.0158786,0,1,45158,-.275883,mr1,businesses,m5,local businesses,,,
Date=22058,.0520454,.04477,.0593209,0,1,45158,-.275883,mr1,mobility,m5,Date=22058,,,
local events,-.0010251,-.0379216,.0358715,0,0,45158,-.275883,mr1,events,m5,local events,,,
Date=22064,.0207596,.0134937,.0280256,0,1,45158,-.275883,mr1,public places,m5,Date=22064,,,
Date=22058,.0508194,.0436128,.058026,0,1,45158,-.275883,mr1,masks,m5,Date=22058,,,
Date=22030,-.0276869,-.0340429,-.0213309,0,1,45158,-.275883,mr1,public places,m5,Date=22030,,,
local alcohol,-.0023048,-.0061537,.001544,0,0,45158,-.275883,mr1,alcohol,m5,local alcohol,,,
Date=22023,-.0059641,-.0113687,-.0005594,0,1,45158,-.275883,mr1,masks,m5,Date=22023,,,
Date=22063,.0274405,.0205922,.0342888,0,1,45158,-.275883,mr1,alcohol,m5,Date=22063,,,
Date=22052,.0061299,-.0010513,.0133111,0,0,45158,-.275883,mr1,events,m5,Date=22052,,,
Date=22018,-.0128772,-.0182459,-.0075085,0,1,45158,-.275883,mr1,fines,m5,Date=22018,,,
Date=22062,.0260499,.0189263,.0331735,0,1,45158,-.275883,mr1,public places,m5,Date=22062,,,
inflow masks,.0010313,-.0023749,.0044374,0,0,45158,-.275883,mr1,masks,m5,inflow masks,,,
Date=22066,.0343783,.0262922,.0424643,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22066,,,
Date=22037,-.0154562,-.0219356,-.0089767,0,1,45158,-.275883,mr1,events,m5,Date=22037,,,
Date=22043,-.0314575,-.0381577,-.0247574,0,1,45158,-.275883,mr1,mobility,m5,Date=22043,,,
Date=22019,-.0279378,-.0331734,-.0227022,0,1,45158,-.275883,mr1,fines,m5,Date=22019,,,
Date=22024,-.0428515,-.0489062,-.0367968,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22024,,,
Date=22029,-.0709367,-.0768826,-.0649908,0,1,45158,-.275883,mr1,mobility,m5,Date=22029,,,
Date=22035,.0075635,.0017663,.0133607,0,1,45158,-.275883,mr1,events,m5,Date=22035,,,
Date=22014,-.0644169,-.0687012,-.0601326,0,1,45158,-.275883,mr1,fines,m5,Date=22014,,,
Date=22060,.0501474,.0428908,.0574041,0,1,45158,-.275883,mr1,events,m5,Date=22060,,,
Date=22029,-.0713372,-.0771361,-.0655382,0,1,45158,-.275883,mr1,fines,m5,Date=22029,,,
Date=22032,-.0354449,-.0417622,-.0291276,0,1,45158,-.275883,mr1,events,m5,Date=22032,,,
Date=22034,-.0206024,-.0273004,-.0139044,0,1,45158,-.275883,mr1,curfew,m5,Date=22034,,,
Date=22029,-.0711902,-.0773864,-.0649941,0,1,45158,-.275883,mr1,public places,m5,Date=22029,,,
Date=22066,.0344574,.026456,.0424588,0,1,45158,-.275883,mr1,events,m5,Date=22066,,,
Date=22055,.0237221,.0166878,.0307564,0,1,45158,-.275883,mr1,curfew,m5,Date=22055,,,
Date=22058,.050372,.0431622,.0575818,0,1,45158,-.275883,mr1,events,m5,Date=22058,,,
Date=22011,-.0048946,-.0099316,.0001424,0,0,45158,-.275883,mr1,public places,m5,Date=22011,,,
Date=22008,-.0236213,-.02788,-.0193626,0,1,45158,-.275883,mr1,businesses,m5,Date=22008,,,
Date=22032,-.0337389,-.0401423,-.0273355,0,1,45158,-.275883,mr1,curfew,m5,Date=22032,,,
Date=22066,.036578,.0284901,.0446658,0,1,45158,-.275883,mr1,businesses,m5,Date=22066,,,
Date=22023,-.0058084,-.0112636,-.0003531,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22023,,,
Date=22048,.0062091,-.0006029,.0130211,0,0,45158,-.275883,mr1,curfew,m5,Date=22048,,,
Date=22042,-.0233004,-.0296975,-.0169034,0,1,45158,-.275883,mr1,businesses,m5,Date=22042,,,
Date=22012,-.0166853,-.0217715,-.011599,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22012,,,
Date=22024,-.0431899,-.0492067,-.0371731,0,1,45158,-.275883,mr1,events,m5,Date=22024,,,
inflow checkpoints,.0014866,-.001771,.0047443,0,0,45158,-.275883,mr1,checkpoints,m5,inflow checkpoints,,,
Date=22021,-.0275539,-.0323663,-.0227415,0,1,45158,-.275883,mr1,public places,m5,Date=22021,,,
Date=22024,-.0428118,-.0487946,-.0368291,0,1,45158,-.275883,mr1,fines,m5,Date=22024,,,
Date=22045,.0164677,.0085757,.0243597,0,1,45158,-.275883,mr1,public places,m5,Date=22045,,,
Date=22032,-.0334948,-.0399955,-.026994,0,1,45158,-.275883,mr1,alcohol,m5,Date=22032,,,
Date=22025,-.008941,-.0147125,-.0031694,0,1,45158,-.275883,mr1,curfew,m5,Date=22025,,,
Date=22013,-.0116895,-.0166714,-.0067076,0,1,45158,-.275883,mr1,events,m5,Date=22013,,,
Date=22008,-.0237914,-.0280611,-.0195216,0,1,45158,-.275883,mr1,public places,m5,Date=22008,,,
Date=22064,.0211995,.0140524,.0283467,0,1,45158,-.275883,mr1,curfew,m5,Date=22064,,,
Date=22024,-.0415789,-.0477204,-.0354374,0,1,45158,-.275883,mr1,alcohol,m5,Date=22024,,,
Date=22009,.0147206,.0099473,.0194938,0,1,45158,-.275883,mr1,public places,m5,Date=22009,,,
Date=22025,-.0094759,-.0151898,-.0037619,0,1,45158,-.275883,mr1,fines,m5,Date=22025,,,
Date=22063,.0253379,.0187362,.0319396,0,1,45158,-.275883,mr1,events,m5,Date=22063,,,
Date=22023,-.0056234,-.0110241,-.0002227,0,1,45158,-.275883,mr1,fines,m5,Date=22023,,,
Date=22051,.0508228,.043497,.0581486,0,1,45158,-.275883,mr1,curfew,m5,Date=22051,,,
Date=22045,.015215,.007631,.0227991,0,1,45158,-.275883,mr1,masks,m5,Date=22045,,,
Date=22013,-.0108738,-.0158716,-.0058759,0,1,45158,-.275883,mr1,alcohol,m5,Date=22013,,,
Date=22020,-.0167977,-.0224839,-.0111116,0,1,45158,-.275883,mr1,masks,m5,Date=22020,,,
Date=22020,-.0157956,-.0214416,-.0101496,0,1,45158,-.275883,mr1,businesses,m5,Date=22020,,,
inflow mobility,-.0045407,-.006996,-.0020855,0,1,45158,-.275883,mr1,mobility,m5,inflow mobility,,,
Date=22032,-.0335504,-.0399308,-.02717,0,1,45158,-.275883,mr1,businesses,m5,Date=22032,,,
Date=22060,.0513739,.0440433,.0587045,0,1,45158,-.275883,mr1,fines,m5,Date=22060,,,
local mobility,-.0058142,-.0083772,-.0032513,0,1,45158,-.275883,mr1,mobility,m5,local mobility,,,
Date=22043,-.031748,-.0386652,-.0248309,0,1,45158,-.275883,mr1,public places,m5,Date=22043,,,
Date=22019,-.0287787,-.0340677,-.0234897,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22019,,,
Date=22038,-.0415697,-.0485648,-.0345746,0,1,45158,-.275883,mr1,mobility,m5,Date=22038,,,
Date=22039,-.0001808,-.0070765,.0067148,0,0,45158,-.275883,mr1,businesses,m5,Date=22039,,,
Date=22048,.0058035,-.0010559,.0126629,0,0,45158,-.275883,mr1,public places,m5,Date=22048,,,
Date=22056,.0140183,.0074532,.0205834,0,1,45158,-.275883,mr1,alcohol,m5,Date=22056,,,
Date=22019,-.0270673,-.0324763,-.0216583,0,1,45158,-.275883,mr1,public places,m5,Date=22019,,,
Date=22056,.0138337,.0073469,.0203206,0,1,45158,-.275883,mr1,curfew,m5,Date=22056,,,
Date=22034,-.0211609,-.0278151,-.0145067,0,1,45158,-.275883,mr1,fines,m5,Date=22034,,,
Date=22045,.0169451,.0091566,.0247336,0,1,45158,-.275883,mr1,alcohol,m5,Date=22045,,,
Constant,-.2658923,-.2708358,-.2609488,0,1,45158,-.275883,mr1,mobility,m5,Constant,,,
Date=22011,-.0069207,-.0117655,-.0020758,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22011,,,
inflow events,.0018996,-.002449,.0062482,0,0,45158,-.275883,mr1,events,m5,inflow events,,,
Date=22035,.0095831,.0036588,.0155074,0,1,45158,-.275883,mr1,businesses,m5,Date=22035,,,
Date=22024,-.0419612,-.0479878,-.0359346,0,1,45158,-.275883,mr1,curfew,m5,Date=22024,,,
inflow businesses,.0018821,-.0021806,.0059448,0,0,45158,-.275883,mr1,businesses,m5,inflow businesses,,,
Date=22019,-.0280949,-.0333423,-.0228476,0,1,45158,-.275883,mr1,masks,m5,Date=22019,,,
Date=22036,-.0858592,-.0920633,-.0796551,0,1,45158,-.275883,mr1,mobility,m5,Date=22036,,,
Date=22033,-.0396152,-.0458802,-.0333501,0,1,45158,-.275883,mr1,masks,m5,Date=22033,,,
Date=22064,.0192836,.01228,.0262872,0,1,45158,-.275883,mr1,events,m5,Date=22064,,,
Date=22017,-.0651885,-.0709649,-.059412,0,1,45158,-.275883,mr1,events,m5,Date=22017,,,
Date=22032,-.035188,-.0415295,-.0288465,0,1,45158,-.275883,mr1,masks,m5,Date=22032,,,
Date=22011,-.0059841,-.0108362,-.001132,0,1,45158,-.275883,mr1,fines,m5,Date=22011,,,
Date=22047,.0050749,-.0017133,.0118631,0,0,45158,-.275883,mr1,businesses,m5,Date=22047,,,
Date=22053,.0447362,.0376032,.0518692,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22053,,,
Date=22035,.0076081,.0016702,.013546,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22035,,,
Date=22012,-.0154392,-.0205012,-.0103771,0,1,45158,-.275883,mr1,masks,m5,Date=22012,,,
Date=22061,.0303582,.0230962,.0376201,0,1,45158,-.275883,mr1,mobility,m5,Date=22061,,,
Date=22030,-.0288482,-.034964,-.0227324,0,1,45158,-.275883,mr1,masks,m5,Date=22030,,,
Date=22020,-.0173463,-.0230056,-.011687,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22020,,,
Date=22033,-.0380293,-.0443396,-.0317191,0,1,45158,-.275883,mr1,businesses,m5,Date=22033,,,
Date=22060,.0498649,.0425858,.057144,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22060,,,
Date=22049,.0064847,-.0001423,.0131116,0,0,45158,-.275883,mr1,checkpoints,m5,Date=22049,,,
Date=22008,-.0236843,-.0279421,-.0194266,0,1,45158,-.275883,mr1,curfew,m5,Date=22008,,,
Date=22062,.026309,.019317,.033301,0,1,45158,-.275883,mr1,mobility,m5,Date=22062,,,
Date=22040,-.0256855,-.0320852,-.0192858,0,1,45158,-.275883,mr1,mobility,m5,Date=22040,,,
Date=22019,-.0270241,-.0322991,-.0217491,0,1,45158,-.275883,mr1,alcohol,m5,Date=22019,,,
Date=22046,.0135047,.006208,.0208014,0,1,45158,-.275883,mr1,fines,m5,Date=22046,,,
Date=22026,-.0304622,-.0363625,-.0245619,0,1,45158,-.275883,mr1,masks,m5,Date=22026,,,
Date=22045,.014815,.0071018,.0225282,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22045,,,
Date=22029,-.0725681,-.0784286,-.0667077,0,1,45158,-.275883,mr1,events,m5,Date=22029,,,
Date=22056,.0124144,.0060572,.0187715,0,1,45158,-.275883,mr1,masks,m5,Date=22056,,,
Date=22027,-.0395093,-.0454971,-.0335215,0,1,45158,-.275883,mr1,mobility,m5,Date=22027,,,
Date=22026,-.0295799,-.0354479,-.0237119,0,1,45158,-.275883,mr1,fines,m5,Date=22026,,,
Date=22059,.016889,.0091944,.0245836,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22059,,,
Date=22022,-.0494196,-.0547701,-.0440691,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22022,,,
Date=22046,.0141405,.0067892,.0214918,0,1,45158,-.275883,mr1,curfew,m5,Date=22046,,,
Date=22055,.0218221,.0149282,.028716,0,1,45158,-.275883,mr1,events,m5,Date=22055,,,
Date=22038,-.0414393,-.0484629,-.0344157,0,1,45158,-.275883,mr1,curfew,m5,Date=22038,,,
Date=22014,-.0642522,-.0685505,-.0599539,0,1,45158,-.275883,mr1,masks,m5,Date=22014,,,
Date=22026,-.0291658,-.0350634,-.0232682,0,1,45158,-.275883,mr1,mobility,m5,Date=22026,,,
Date=22026,-.0289764,-.0348929,-.0230599,0,1,45158,-.275883,mr1,businesses,m5,Date=22026,,,
Date=22010,-.0476371,-.0532099,-.0420644,0,1,45158,-.275883,mr1,curfew,m5,Date=22010,,,
Date=22059,.0185467,.010904,.0261895,0,1,45158,-.275883,mr1,mobility,m5,Date=22059,,,
Date=22055,.0235704,.0166265,.0305142,0,1,45158,-.275883,mr1,mobility,m5,Date=22055,,,
Date=22062,.0265508,.0195219,.0335797,0,1,45158,-.275883,mr1,businesses,m5,Date=22062,,,
Date=22063,.0271097,.0204288,.0337907,0,1,45158,-.275883,mr1,mobility,m5,Date=22063,,,
Date=22012,-.0149912,-.0200254,-.0099569,0,1,45158,-.275883,mr1,mobility,m5,Date=22012,,,
Date=22041,-.0188123,-.0256761,-.0119486,0,1,45158,-.275883,mr1,events,m5,Date=22041,,,
local fines,-.0019658,-.0056313,.0016997,0,0,45158,-.275883,mr1,fines,m5,local fines,,,
Date=22063,.0269018,.0200259,.0337777,0,1,45158,-.275883,mr1,public places,m5,Date=22063,,,
Date=22034,-.0224462,-.0291484,-.0157439,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22034,,,
Date=22062,.0250516,.0180996,.0320035,0,1,45158,-.275883,mr1,masks,m5,Date=22062,,,
Date=22019,-.0271029,-.0323373,-.0218686,0,1,45158,-.275883,mr1,businesses,m5,Date=22019,,,
Date=22018,-.0132736,-.0186122,-.0079349,0,1,45158,-.275883,mr1,events,m5,Date=22018,,,
Date=22033,-.0396729,-.0459998,-.0333459,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22033,,,
Date=22039,-.0018961,-.0087321,.0049398,0,0,45158,-.275883,mr1,masks,m5,Date=22039,,,
Date=22054,.023365,.0164428,.0302872,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22054,,,
Date=22010,-.0471926,-.0527813,-.0416039,0,1,45158,-.275883,mr1,businesses,m5,Date=22010,,,
Date=22023,-.0047524,-.0101721,.0006673,0,0,45158,-.275883,mr1,mobility,m5,Date=22023,,,
Date=22064,.0197824,.0127195,.0268453,0,1,45158,-.275883,mr1,masks,m5,Date=22064,,,
Date=22055,.0239198,.0168354,.0310042,0,1,45158,-.275883,mr1,alcohol,m5,Date=22055,,,
Date=22048,.0060564,-.0006694,.0127821,0,0,45158,-.275883,mr1,mobility,m5,Date=22048,,,
Date=22027,-.0411165,-.0471719,-.035061,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22027,,,
Date=22013,-.0105816,-.0156838,-.0054793,0,1,45158,-.275883,mr1,public places,m5,Date=22013,,,
Date=22043,-.0333862,-.0401504,-.026622,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22043,,,
Date=22064,.0210458,.0139469,.0281446,0,1,45158,-.275883,mr1,mobility,m5,Date=22064,,,
Date=22040,-.0255501,-.0320199,-.0190803,0,1,45158,-.275883,mr1,curfew,m5,Date=22040,,,
Date=22010,-.0479165,-.0535008,-.0423322,0,1,45158,-.275883,mr1,masks,m5,Date=22010,,,
Date=22050,.0075615,.0007554,.0143675,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22050,,,
Date=22046,.0120009,.004714,.0192877,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22046,,,
Date=22031,-.0735636,-.0802092,-.066918,0,1,45158,-.275883,mr1,events,m5,Date=22031,,,
Date=22049,.0087391,.0021119,.0153663,0,1,45158,-.275883,mr1,businesses,m5,Date=22049,,,
Date=22059,.0186895,.0109855,.0263936,0,1,45158,-.275883,mr1,curfew,m5,Date=22059,,,
Date=22031,-.0724388,-.0790701,-.0658076,0,1,45158,-.275883,mr1,fines,m5,Date=22031,,,
Date=22039,-.0003647,-.0072862,.0065567,0,0,45158,-.275883,mr1,curfew,m5,Date=22039,,,
Date=22024,-.041478,-.0475604,-.0353956,0,1,45158,-.275883,mr1,businesses,m5,Date=22024,,,
Date=22041,-.0166052,-.0236788,-.0095315,0,1,45158,-.275883,mr1,alcohol,m5,Date=22041,,,
Date=22010,-.0475082,-.0530786,-.0419377,0,1,45158,-.275883,mr1,mobility,m5,Date=22010,,,
Date=22053,.0468653,.0396414,.0540893,0,1,45158,-.275883,mr1,curfew,m5,Date=22053,,,
Date=22031,-.0715447,-.0782577,-.0648317,0,1,45158,-.275883,mr1,businesses,m5,Date=22031,,,
Date=22057,-.0018539,-.0089981,.0052904,0,0,45158,-.275883,mr1,mobility,m5,Date=22057,,,
Date=22023,-.0044397,-.0099574,.0010781,0,0,45158,-.275883,mr1,alcohol,m5,Date=22023,,,
Date=22061,.0305086,.0231642,.0378531,0,1,45158,-.275883,mr1,curfew,m5,Date=22061,,,
Date=22008,-.0235989,-.0278663,-.0193315,0,1,45158,-.275883,mr1,alcohol,m5,Date=22008,,,
Date=22022,-.0478387,-.0532434,-.0424341,0,1,45158,-.275883,mr1,alcohol,m5,Date=22022,,,
Date=22009,.0140036,.0093898,.0186174,0,1,45158,-.275883,mr1,curfew,m5,Date=22009,,,
Date=22008,-.0246529,-.0289327,-.0203731,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22008,,,
Date=22013,-.0125934,-.0175964,-.0075904,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22013,,,
inflow publicplaces,.0014211,-.0024887,.0053309,0,0,45158,-.275883,mr1,public places,m5,inflow publicplaces,,,
Date=22020,-.0157252,-.0214235,-.0100269,0,1,45158,-.275883,mr1,alcohol,m5,Date=22020,,,
Date=22025,-.0087287,-.014593,-.0028644,0,1,45158,-.275883,mr1,alcohol,m5,Date=22025,,,
Date=22034,-.0220931,-.0287427,-.0154435,0,1,45158,-.275883,mr1,masks,m5,Date=22034,,,
Date=22050,.0082594,.0015002,.0150185,0,1,45158,-.275883,mr1,masks,m5,Date=22050,,,
Date=22010,-.0473934,-.0529726,-.0418143,0,1,45158,-.275883,mr1,alcohol,m5,Date=22010,,,
Date=22025,-.0102749,-.0159839,-.0045658,0,1,45158,-.275883,mr1,masks,m5,Date=22025,,,
Date=22065,.0703828,.0626862,.0780795,0,1,45158,-.275883,mr1,businesses,m5,Date=22065,,,
Date=22023,-.0044353,-.0101259,.0012553,0,0,45158,-.275883,mr1,public places,m5,Date=22023,,,
Date=22057,-.0016033,-.0087848,.0055783,0,0,45158,-.275883,mr1,businesses,m5,Date=22057,,,
Date=22036,-.0877441,-.093878,-.0816101,0,1,45158,-.275883,mr1,events,m5,Date=22036,,,
Date=22008,-.02431,-.0285482,-.0200718,0,1,45158,-.275883,mr1,events,m5,Date=22008,,,
Date=22011,-.0060386,-.0108846,-.0011926,0,1,45158,-.275883,mr1,events,m5,Date=22011,,,
Date=22034,-.0210892,-.0277897,-.0143887,0,1,45158,-.275883,mr1,public places,m5,Date=22034,,,
Date=22034,-.0224985,-.0291052,-.0158919,0,1,45158,-.275883,mr1,events,m5,Date=22034,,,
Date=22066,.0361872,.0280736,.0443007,0,1,45158,-.275883,mr1,curfew,m5,Date=22066,,,
Date=22026,-.0300844,-.0360407,-.0241281,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22026,,,
Date=22066,.0356077,.027702,.0435134,0,1,45158,-.275883,mr1,fines,m5,Date=22066,,,
Date=22064,.0212948,.0141599,.0284298,0,1,45158,-.275883,mr1,businesses,m5,Date=22064,,,
Date=22027,-.0408201,-.0467846,-.0348556,0,1,45158,-.275883,mr1,masks,m5,Date=22027,,,
Date=22028,-.054727,-.060301,-.049153,0,1,45158,-.275883,mr1,businesses,m5,Date=22028,,,
Date=22058,.0519747,.0445523,.0593971,0,1,45158,-.275883,mr1,public places,m5,Date=22058,,,
Date=22060,.0506271,.0433368,.0579174,0,1,45158,-.275883,mr1,masks,m5,Date=22060,,,
Date=22018,-.0118794,-.0173861,-.0063727,0,1,45158,-.275883,mr1,public places,m5,Date=22018,,,
Date=22044,.0297532,.0223379,.0371685,0,1,45158,-.275883,mr1,public places,m5,Date=22044,,,
Date=22026,-.030478,-.0363434,-.0246125,0,1,45158,-.275883,mr1,events,m5,Date=22026,,,
Date=22053,.0467172,.0395735,.0538609,0,1,45158,-.275883,mr1,mobility,m5,Date=22053,,,
Date=22017,-.0639532,-.0697787,-.0581277,0,1,45158,-.275883,mr1,alcohol,m5,Date=22017,,,
Date=22027,-.041138,-.0470612,-.0352148,0,1,45158,-.275883,mr1,events,m5,Date=22027,,,
Date=22038,-.0431501,-.0502305,-.0360696,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22038,,,
Date=22022,-.0479525,-.053481,-.0424241,0,1,45158,-.275883,mr1,public places,m5,Date=22022,,,
Date=22039,-.002325,-.0091393,.0044894,0,0,45158,-.275883,mr1,events,m5,Date=22039,,,
Date=22009,.0141353,.009526,.0187445,0,1,45158,-.275883,mr1,mobility,m5,Date=22009,,,
Date=22030,-.027107,-.03341,-.020804,0,1,45158,-.275883,mr1,alcohol,m5,Date=22030,,,
Date=22033,-.039893,-.0461211,-.0336648,0,1,45158,-.275883,mr1,events,m5,Date=22033,,,
Date=22031,-.0721045,-.0787665,-.0654424,0,1,45158,-.275883,mr1,mobility,m5,Date=22031,,,
Date=22009,.0136232,.0089814,.018265,0,1,45158,-.275883,mr1,events,m5,Date=22009,,,
Constant,-.2665193,-.2716916,-.2613469,0,1,45158,-.275883,mr1,fines,m5,Constant,,,
Date=22053,.0454915,.0383874,.0525956,0,1,45158,-.275883,mr1,masks,m5,Date=22053,,,
Date=22013,-.0113235,-.0163153,-.0063318,0,1,45158,-.275883,mr1,masks,m5,Date=22013,,,
Date=22036,-.0862339,-.0926083,-.0798596,0,1,45158,-.275883,mr1,public places,m5,Date=22036,,,
Date=22015,-.1720238,-.1770453,-.1670023,0,1,45158,-.275883,mr1,events,m5,Date=22015,,,
Date=22030,-.0286281,-.0348351,-.0224211,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22030,,,
Date=22037,-.0138571,-.0205905,-.0071238,0,1,45158,-.275883,mr1,public places,m5,Date=22037,,,
Date=22054,.0257064,.0186687,.032744,0,1,45158,-.275883,mr1,alcohol,m5,Date=22054,,,
Date=22047,.0048378,-.0019244,.0116001,0,0,45158,-.275883,mr1,mobility,m5,Date=22047,,,
Date=22010,-.0484761,-.0541196,-.0428325,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22010,,,
Date=22046,.0139927,.0067068,.0212786,0,1,45158,-.275883,mr1,mobility,m5,Date=22046,,,
Date=22031,-.0719808,-.0786509,-.0653107,0,1,45158,-.275883,mr1,curfew,m5,Date=22031,,,
Date=22041,-.0188631,-.0258384,-.0118878,0,1,45158,-.275883,mr1,checkpoints,m5,Date=22041,,,
Date=22050,.0077447,.0010459,.0144435,0,1,45158,-.275883,mr1,events,m5,Date=22050,,,
Date=22012,-.0156481,-.0207079,-.0105882,0,1,45158,-.275883,mr1,fines,m5,Date=22012,,,
Date=22041,-.0169435,-.023877,-.01001,0,1,45158,-.275883,mr1,mobility,m5,Date=22041,,,
Date=22032,-.0339932,-.0404824,-.0275041,0,1,45158,-.275883,mr1,public places,m5,Date=22032,,,
