graph,coef,lb95,ub95,interaction,interactionss,ene,avg,iden1,iden2,iden3,policy_1,policy_2,order_1,order_2
local_events#local_events,.4074986,-.9450614000000001,1.760059,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_events,5,5
local_events#local_events,-6.033093,-98.07603,86.00985,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,1.963874,.0366263,3.891121,1,1,83452,1.203434,covid_1,public places,m5_lags,local_events,local_events,5,5
local_events#local_events,-2.86939,-15.87524,10.13646,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,26.54529,-17.3492,70.43979,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,-25.44717,-47.20386,-3.690484,1,1,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,-8.161023999999999,-17.85275,1.5307,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,-33.74031,-75.04012,7.559496,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.693884,-61.78788,58.40011,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,-8.832238,-27.01657,9.352091,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_events,5,5
local_events#local_events,4.288438,1.403703,7.173173,1,1,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,-13.03753,-27.12079,1.045732,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,-25.12261,-62.16276,11.91754,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.982848,-6.040236,2.07454,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,4.637492,-11.85925,21.13423,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_events,5,5
local_events#local_events,5.03,-5.964842,16.02484,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,-.543254,-4.242667,3.156159,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,9.587809999999999,-13.669,32.84462,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,10.00445,-4.517978,24.52688,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,-.4916164,-8.933673000000001,7.95044,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_events,5,5
local_events#local_events,1.294414,-82.61776,85.20659000000001,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,-2.550302,-17.9627,12.8621,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.288246,-7.135485,4.558994,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_events,5,5
local_events#local_events,.530585,-.9091139,1.970284,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.387327,-6.934745,4.160091,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_events,5,5
local_events#local_events,-3.095005,-6.424619,.234609,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.371348,-3.083728,.3410325,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_events,5,5
local_events#local_events,13.84883,-.7842902,28.48195,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,14.7711,-134.6894,164.2316,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,-5.165103,-23.7459,13.4157,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,7.446122,.6586365,14.23361,1,1,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,22.9885,-210.9727,256.9497,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,.4130716,-1.127384,1.953527,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_events,5,5
local_events#local_events,-2.414346,-13.64196,8.813268000000001,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.251444,-49.06807,46.56518,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,3.642094,.1323598,7.151828,1,1,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,-.3214809,-2.253138,1.610176,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,1.076608,-.2759468,2.429162,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,.2624391,-.9906747,1.515553,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.143218,-5.047347,2.760911,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,-.2406815,-1.996844,1.515481,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,.0889018,-10.00258,10.18039,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,-11.35775,-129.9088,107.1933,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,10.90482,-37.4607,59.27034,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,-6.577947,-34.12113,20.96524,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,24.64431,-1.916572,51.20519,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,12.00252,-11.67914,35.68418,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,-2.369258,-5.165951,.4274361,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,-6.484699,-74.73736,61.76796,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,6.628091,-9.174572,22.43075,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,15.03157,-97.65541,127.7185,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.159907,-3.455321,1.135508,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,-2.493546,-15.48174,10.49465,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_events,5,5
local_events#local_events,-3.027493,-46.56811,40.51312,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,2.07182,-8.146636000000001,12.29028,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,-.3247613,-6.290162,5.640639,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,-7.136667,-53.80601,39.53267,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_events,5,5
local_events#local_events,0,0,0,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,2.221174,.5049754,3.937373,1,1,83452,1.203434,covid_1,public places,m5_lags,local_events,local_events,5,5
local_events#local_events,-2.224217,-12.96239,8.513952,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,-.9966686,-13.67738,11.68405,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.346241,-6.296378,3.603896,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.599124,-13.41676,10.21851,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_events,5,5
local_events#local_events,-.1602054,-73.14310999999999,72.8227,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_events,5,5
local_events#local_events,28.45947,-307.2758,364.1947,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,1.357356,-1.341808,4.056519,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_events,5,5
local_events#local_events,1.117507,-.7965631,3.031576,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,-.7972601,-7.160491,5.56597,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_events,5,5
local_events#local_events,1.9795,-50.95822,54.91722,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,.297266,-31.94805,32.54258,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_events,5,5
local_events#local_events,.9231493,-2.268019,4.114318,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,1.502806,-.1338304,3.139442,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_events,5,5
local_events#local_events,.1839203,-11.57658,11.94442,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_events,5,5
local_events#local_events,-25.05026,-51.47106,1.370528,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_events,5,5
local_events#local_events,4.124189,-7.703655,15.95203,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_events,.2222438,-6.134625,6.579113,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_events,5,5
local_events#local_events,-1.983831,-5.366916,1.399253,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_events,5,5
local_events#local_fines,-.1690691,-1.280696,.9425577000000001,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.148769,-.1288756,.4264136,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0022198,-.2514058,.2558455,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0322548,-.1083147,.0438051,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.2743891,-.194068,.7428463,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0954488,-.3580067,.5489043,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0852692,-.4849992,.6555377,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.165956,-.9462121,.6143002,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0448012,-.1226118,.0330095,1,0,83452,1.203434,covid_1,events,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1566661,-.7873971,.4740649,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.6162005,-1.455193,.2227923,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0496433,-.29372,.3930066,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1701549,-1.061571,.7212609,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.298736,-1.186944,.5894722999999999,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.1133881,-.7427722,.9695485,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.2211666,-.398465,-.0438682,1,1,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0224402,-.5502481,.5951284999999999,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.2395409,-.5611149,.0820331,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1400195,-.3458989,.0658599,1,0,83452,1.203434,covid_1,events,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0706322,-.2838362,.4251005,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.2145643,-.4310526,.001924,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.2392432,-1.024201,.5457144,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.184327,-1.690947,1.322293,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1214538,-.8754743,.6325667,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.333188,-.8471186000000001,.1807425,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1653573,-1.073288,.7425733,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.2498396,-.8664634,.3667841,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0675916,-1.079267,.9440839,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0103,-1.075068,1.054468,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.1490124,-.6060666,.9040914,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0330837,-.2981854,.232018,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0299068,-.2163037,.2761174,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.1565607,-.4665386,.77966,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0877361,-.3904859,.5659581,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.182442,-.5316389,.1667549,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0552649,-.602834,.4923041,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0354719,-.3521394,.4230833,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0823943,-.9165653,.7517767,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.4216454,-1.55325,.7099588,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0745621,-.6247101,.4755859,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.322384,-.6396768,-.0050912,1,1,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.3787547,-1.407227,.6497174999999999,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.2155517,-1.707324,1.27622,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0389083,-.3074374,.385254,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1818795,-.3788762,.0151172,1,0,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1768306,-.3627757,.0091144,1,0,83452,1.203434,covid_1,events,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.4068189,-.9861244,.1724867,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.5351704,-1.599609,.529268,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.8639755,-1.644481,-.08347,1,1,83452,1.203434,covid_1,events,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0397736,-1.103068,1.182615,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0739017,-1.132015,.9842115,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0448706,-.2463841,.1566429,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1728222,-1.088173,.7425289,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0027017,-.3629032,.3683065,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.419393,-.4519075,1.290694,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0547424,-.5458399,.4363552,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.036977,-.1942029,.1202488,1,0,83452,1.203434,covid_1,events,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.2453833,-.6743713,.1836047,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.1344774,-.1267669,.3957218,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.016348,-.2459866,.2132906,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.0548351,-.4424266,.3327565,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.2933872,-.6189108,.0321364,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1949867,-.3750808,-.0148927,1,1,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.7032497,-3.430757,2.024258,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.015451,-1.518189,1.487287,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.385667,-.6457387,-.1255952,1,1,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.3632314,-.6158972,-.1105656,1,1,83452,1.203434,covid_1,public places,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.179112,-.4619527,.1037288,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.2602704,-1.061179,.540638,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1221304,-1.042344,.7980833000000001,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0038977,-.5918023,.5995977,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.1016535,-.4618278,.2585209,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,-.2117738,-.6197376999999999,.1961901,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_fines,5,6
local_events#local_fines,.0707846,-1.246649,1.388218,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_fines,5,6
local_events#local_publicplaces,-1.953278,-6.781372,2.874815,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-5.927514,-30.29589,18.44086,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-20.42669,-83.33732000000001,42.48394,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-3.098717,-20.57976,14.38233,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-29.29166,-93.92104,35.33773,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,1155.002,-22499.02,24809.03,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-1763.958,-47473.54,43945.62,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,33.82953,-7.172334,74.8314,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-10.81015,-85.15105,63.53075,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-7.00118,-16.37789,2.375531,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-5.350311,-12.34325,1.642629,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-14.59426,-457.2148,428.0263,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-1180.215,-31629.64,29269.21,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-1.733518,-7.567183,4.100146,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,10.23225,-12.33116,32.79566,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-1154.922,-31462.31,29152.46,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-15.2651,-101.5901,71.05986,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-2.501955,-21.0602,16.05629,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-42.14691,-85.98392,1.690095,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-7.325021,-16.78271,2.132672,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-1163.063,-31558.53,29232.41,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-1.10321,-7.950939,5.744519,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-5.782311,-15.1126,3.547982,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,5.021627,-13.7433,23.78656,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-7.174176,-17.09802,2.74967,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,580.8024,-14680.71,15842.32,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-6.340324,-14.34616,1.665512,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,4.514175,-3.188304,12.21665,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-344.5987,-7065.571,6376.373,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-915.9466,-19671.07,17839.18,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,4.116687,-15.35752,23.5909,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-20.75061,-99.25035,57.74913,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-.5561165,-9.799121,8.686888,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-24.06607,-61.22159,13.08946,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,4.065622,-26.42198,34.55322,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-4504.211,-98574.44,89566.02,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-1110.28,-24708.1,22487.54,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,3.790543,-10.67735,18.25844,1,0,83452,1.203434,covid_1,alcohol,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-4540.941,-98905.21000000001,89823.33,1,0,83452,1.203434,covid_1,checkpoints,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,.0564939,-9.385946000000001,9.498932999999999,1,0,83452,1.203434,covid_1,curfew,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,-32.92482,-70.14331,4.293673,1,0,83452,1.203434,covid_1,mobility,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,masks,m5_lags,local_events,local_publicplaces,5,9
local_events#local_publicplaces,0,0,0,1,0,83452,1.203434,covid_1,fines,m5_lags,local_events,local_publicplaces,5,9
