ds,crisis_name,polygon_id,polygon_name,age_bracket,gender,baseline_name,baseline_type,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,external_polygon_id_type,external_polygon_id
2020-05-27,MEX_gadm_2,22107,Cortazar,Overall,Overall,full_february,DAY_OF_WEEK,-0.23576361978207683,0.2582313056283861,GADM,MEX.11.10_1
2020-05-27,MEX_gadm_2,22484,Cocotitl-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.41641531280438177,0.3356482724810738,GADM,MEX.15.29_1
2020-05-27,MEX_gadm_2,22639,Pajacuar-n,Overall,Overall,full_february,DAY_OF_WEEK,0.04125923171935317,0.21924761560503134,GADM,MEX.16.66_1
2020-05-27,MEX_gadm_2,23494,Jes-s Carranza,Overall,Overall,full_february,DAY_OF_WEEK,-0.24740717986572183,0.3383023948018785,GADM,MEX.30.87_1
2020-05-27,MEX_gadm_2,23663,Villa Garc-a,Overall,Overall,full_february,DAY_OF_WEEK,-0.21827493132795972,0.25767629789138236,GADM,MEX.32.52_1
2020-05-27,MEX_gadm_2,22108,Abasolo,Overall,Overall,full_february,DAY_OF_WEEK,-0.15685904277336316,0.2380510269489824,GADM,MEX.11.1_1
2020-05-27,MEX_gadm_2,22150,Celaya,Overall,Overall,full_february,DAY_OF_WEEK,-0.25040198991916063,0.276154144620779,GADM,MEX.11.7_1
2020-05-27,MEX_gadm_2,22373,Encarnaci-n de D-az,Overall,Overall,full_february,DAY_OF_WEEK,-0.11025244487741832,0.22912583261150038,GADM,MEX.14.39_1
2020-05-27,MEX_gadm_2,22393,La Huerta,Overall,Overall,full_february,DAY_OF_WEEK,-0.13357795165158998,0.23676138391481533,GADM,MEX.14.57_1
2020-05-27,MEX_gadm_2,22525,Ocuilan,Overall,Overall,full_february,DAY_OF_WEEK,-0.476444140875916,0.29736750718497745,GADM,MEX.15.66_1
2020-05-27,MEX_gadm_2,22563,Tzintzuntzan,Overall,Overall,full_february,DAY_OF_WEEK,-0.2825385253604362,0.23359702901535195,GADM,MEX.16.100_1
2020-05-27,MEX_gadm_2,23143,Agua Prieta,Overall,Overall,full_february,DAY_OF_WEEK,-0.140784727617216,0.22900827168231241,GADM,MEX.26.2_1
2020-05-27,MEX_gadm_2,23459,Coscomatepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.30491102555230193,0.28169220025460506,GADM,MEX.30.55_1
2020-05-27,MEX_gadm_2,22524,Ocoyoacac,Overall,Overall,full_february,DAY_OF_WEEK,-0.37402288072070944,0.2889222802662657,GADM,MEX.15.65_1
2020-05-27,MEX_gadm_2,22546,Temascalapa,Overall,Overall,full_february,DAY_OF_WEEK,-0.35638411167497436,0.296326913079558,GADM,MEX.15.85_1
2020-05-27,MEX_gadm_2,22493,Huehuetoca,Overall,Overall,full_february,DAY_OF_WEEK,-0.35346163436841693,0.32234847512628717,GADM,MEX.15.37_1
2020-05-27,MEX_gadm_2,22640,Panind-cuaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.2549978197869338,0.2089877118016495,GADM,MEX.16.67_1
2020-05-27,MEX_gadm_2,22662,Taretan,Overall,Overall,full_february,DAY_OF_WEEK,-0.1653708370144115,0.2502716308835413,GADM,MEX.16.87_1
2020-05-27,MEX_gadm_2,22894,Tianguismanalco,Overall,Overall,full_february,DAY_OF_WEEK,-0.25501512995465836,0.22582743108149397,GADM,MEX.21.172_1
2020-05-27,MEX_gadm_2,23405,Vega de Alatorre,Overall,Overall,full_february,DAY_OF_WEEK,-0.019259608721826152,0.28818146572775716,GADM,MEX.30.190_1
2020-05-27,MEX_gadm_2,23879,Sabinas,Overall,Overall,full_february,DAY_OF_WEEK,-0.22176010114027678,0.2667964822086708,GADM,MEX.7.29_1
2020-05-27,MEX_gadm_2,22126,Salamanca,Overall,Overall,full_february,DAY_OF_WEEK,-0.2409881036608943,0.27321796013768546,GADM,MEX.11.27_1
2020-05-27,MEX_gadm_2,22856,San Pedro Cholula,Overall,Overall,full_february,DAY_OF_WEEK,-0.360292318182944,0.32686042757292016,GADM,MEX.21.138_1
2020-05-27,MEX_gadm_2,23173,Puerto Pe-asco,Overall,Overall,full_february,DAY_OF_WEEK,-0.3027589557594619,0.2796251889390854,GADM,MEX.26.48_1
2020-05-27,MEX_gadm_2,23632,Loreto,Overall,Overall,full_february,DAY_OF_WEEK,-0.14574680449586822,0.22273790367120092,GADM,MEX.32.24_1
2020-05-27,MEX_gadm_2,23781,Tapachula,Overall,Overall,full_february,DAY_OF_WEEK,-0.3150712213201368,0.35194453949004356,GADM,MEX.5.90_1
2020-05-27,MEX_gadm_2,23792,Buenaventura,Overall,Overall,full_february,DAY_OF_WEEK,-0.05767045923805013,0.14800950822219278,GADM,MEX.6.10_1
2020-05-27,MEX_gadm_2,22116,Jer-cuaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.1384995151222577,0.2247999159937793,GADM,MEX.11.18_1
2020-05-27,MEX_gadm_2,22471,Ayapango,Overall,Overall,full_february,DAY_OF_WEEK,-0.3403348252473033,0.29845436266420816,GADM,MEX.15.17_1
2020-05-27,MEX_gadm_2,23751,Ocosingo,Overall,Overall,full_february,DAY_OF_WEEK,-0.26007605091937813,0.3093073837041374,GADM,MEX.5.62_1
2020-05-27,MEX_gadm_2,23911,Tlalpan,Overall,Overall,full_february,DAY_OF_WEEK,-0.5023246423456967,0.37251409099694743,GADM,MEX.9.14_1
2020-05-27,MEX_gadm_2,22119,Ac-mbaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.19781207952814645,0.24179905069281754,GADM,MEX.11.2_1
2020-05-27,MEX_gadm_2,22540,Soyaniquilpan de Ju-rez,Overall,Overall,full_february,DAY_OF_WEEK,-0.3684564544201472,0.18561341514154703,GADM,MEX.15.80_1
2020-05-27,MEX_gadm_2,22544,Tejupilco,Overall,Overall,full_february,DAY_OF_WEEK,-0.2735667461822354,0.2520530429087772,GADM,MEX.15.83_1
2020-05-27,MEX_gadm_2,22947,Ca-ada Morelos,Overall,Overall,full_february,DAY_OF_WEEK,-0.2785348182876055,0.28895988065895084,GADM,MEX.21.28_1
2020-05-27,MEX_gadm_2,23082,Santa Mar-a del R-o,Overall,Overall,full_february,DAY_OF_WEEK,-0.2346158177009766,0.2246155203017006,GADM,MEX.24.34_1
2020-05-27,MEX_gadm_2,22301,Tolcayuca,Overall,Overall,full_february,DAY_OF_WEEK,-0.33736341103716094,0.3136463243219582,GADM,MEX.13.74_1
2020-05-27,MEX_gadm_2,22311,Zempoala,Overall,Overall,full_february,DAY_OF_WEEK,-0.38229886864808066,0.2710098424053259,GADM,MEX.13.83_1
2020-05-27,MEX_gadm_2,22807,Dist. Ejutla,Overall,Overall,full_february,DAY_OF_WEEK,-0.30735867621214863,0.22746437394490313,GADM,MEX.20.5_1
2020-05-27,MEX_gadm_2,22939,Zoquiapan,Overall,Overall,full_february,DAY_OF_WEEK,-0.30634122192752966,0.28873560922049424,GADM,MEX.21.212_1
2020-05-27,MEX_gadm_2,22681,Jonacatepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.3254186289261181,0.2857157438547775,GADM,MEX.17.13_1
2020-05-27,MEX_gadm_2,23029,Pedro Escobedo,Overall,Overall,full_february,DAY_OF_WEEK,-0.2505097750264231,0.20286671784543067,GADM,MEX.22.11_1
2020-05-27,MEX_gadm_2,23722,Huehuet-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.2934998193548567,0.34910040111063595,GADM,MEX.5.36_1
2020-05-27,MEX_gadm_2,23830,Matamoros,Overall,Overall,full_february,DAY_OF_WEEK,-0.2010007664448705,0.24372358045848172,GADM,MEX.6.44_1
2020-05-27,MEX_gadm_2,22237,Chapulhuac-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.3238492454281916,0.31487896087652856,GADM,MEX.13.16_1
2020-05-27,MEX_gadm_2,22289,Tepeji del R-o de Ocampo,Overall,Overall,full_february,DAY_OF_WEEK,-0.3242550576337906,0.301387263455288,GADM,MEX.13.63_1
2020-05-27,MEX_gadm_2,22444,Tianguistenco,Overall,Overall,full_february,DAY_OF_WEEK,-0.3636705761574343,0.2952430773532915,GADM,MEX.15.102_1
2020-05-27,MEX_gadm_2,22521,Nezahualc-yotl,Overall,Overall,full_february,DAY_OF_WEEK,-0.4509486672161468,0.4197163430968087,GADM,MEX.15.62_1
2020-05-27,MEX_gadm_2,22616,Jiquilpan,Overall,Overall,full_february,DAY_OF_WEEK,-0.12033825911772346,0.2225073699784551,GADM,MEX.16.45_1
2020-05-27,MEX_gadm_2,22624,L-zaro C-rdenas,Overall,Overall,full_february,DAY_OF_WEEK,-0.2731544985937789,0.29394515023812456,GADM,MEX.16.52_1
2020-05-27,MEX_gadm_2,22795,Dist. Tehuantepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.2665971755550475,0.30035652309506394,GADM,MEX.20.21_1
2020-05-27,MEX_gadm_2,22114,Irapuato,Overall,Overall,full_february,DAY_OF_WEEK,-0.2615932256307187,0.2877086539051435,GADM,MEX.11.16_1
2020-05-27,MEX_gadm_2,22787,Dist. Mixe,Overall,Overall,full_february,DAY_OF_WEEK,-0.056407532917243465,0.2645966052396593,GADM,MEX.20.14_1
2020-05-27,MEX_gadm_2,22958,Chignahuapan,Overall,Overall,full_february,DAY_OF_WEEK,-0.2307817428074592,0.23336637260263726,GADM,MEX.21.38_1
2020-05-27,MEX_gadm_2,23140,Cananea,Overall,Overall,full_february,DAY_OF_WEEK,-0.19644114169969729,0.304382526213941,GADM,MEX.26.18_1
2020-05-27,MEX_gadm_2,23150,Guaymas,Overall,Overall,full_february,DAY_OF_WEEK,-0.30708785295106333,0.3000028375071845,GADM,MEX.26.27_1
2020-05-27,MEX_gadm_2,23787,Teopisca,Overall,Overall,full_february,DAY_OF_WEEK,-0.2109598432065867,0.1637239697167064,GADM,MEX.5.95_1
2020-05-27,MEX_gadm_2,22564,Arteaga,Overall,Overall,full_february,DAY_OF_WEEK,-0.16377588280624988,0.2437262310022999,GADM,MEX.16.10_1
2020-05-27,MEX_gadm_2,22655,Aquila,Overall,Overall,full_february,DAY_OF_WEEK,0.03268626575864046,0.2685563642180804,GADM,MEX.16.8_1
2020-05-27,MEX_gadm_2,22840,San Gregorio Atzompa,Overall,Overall,full_february,DAY_OF_WEEK,-0.3927948563420435,0.34832843732481306,GADM,MEX.21.123_1
2020-05-27,MEX_gadm_2,23034,San Juan del R-o,Overall,Overall,full_february,DAY_OF_WEEK,-0.2596078065868782,0.25983084075930113,GADM,MEX.22.16_1
2020-05-27,MEX_gadm_2,23337,Perote,Overall,Overall,full_february,DAY_OF_WEEK,-0.2186927729440675,0.27570548447180304,GADM,MEX.30.128_1
2020-05-27,MEX_gadm_2,23920,Iztacalco,Overall,Overall,full_february,DAY_OF_WEEK,-0.46487908051941335,0.41647856731284666,GADM,MEX.9.8_1
2020-05-27,MEX_gadm_2,22797,Dist. Teposcolula,Overall,Overall,full_february,DAY_OF_WEEK,-0.26131196227218906,0.24693809898899616,GADM,MEX.20.23_1
2020-05-27,MEX_gadm_2,22805,Cuicatlan,Overall,Overall,full_february,DAY_OF_WEEK,0.01984245091917529,0.2374364104942248,GADM,MEX.20.3_1
2020-05-27,MEX_gadm_2,23018,Juan N. M-ndez,Overall,Overall,full_february,DAY_OF_WEEK,-0.30574107974988596,0.25313864853439483,GADM,MEX.21.92_1
2020-05-27,MEX_gadm_2,23129,Culiac-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.37454447857116285,0.3457072053285265,GADM,MEX.25.8_1
2020-05-27,MEX_gadm_2,23172,Pitiquito,Overall,Overall,full_february,DAY_OF_WEEK,-0.2634439727152698,0.297001637464173,GADM,MEX.26.47_1
2020-05-27,MEX_gadm_2,23216,Emiliano Zapata,Overall,Overall,full_february,DAY_OF_WEEK,-0.2676770169221013,0.439189818747611,GADM,MEX.27.8_1
2020-05-27,MEX_gadm_2,23382,Texistepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.16416961804642735,0.2640213975298225,GADM,MEX.30.169_1
