ds,crisis_name,polygon_id,polygon_name,age_bracket,gender,baseline_name,baseline_type,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,external_polygon_id_type,external_polygon_id
2020-06-16,MEX_gadm_2,22107,Cortazar,Overall,Overall,full_february,DAY_OF_WEEK,-0.11508724710337785,0.2027737215427912,GADM,MEX.11.10_1
2020-06-16,MEX_gadm_2,22484,Cocotitl-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.30704483181527037,0.27667893472588095,GADM,MEX.15.29_1
2020-06-16,MEX_gadm_2,22639,Pajacuar-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.0106290829865297,0.19830295940046994,GADM,MEX.16.66_1
2020-06-16,MEX_gadm_2,23494,Jes-s Carranza,Overall,Overall,full_february,DAY_OF_WEEK,-0.11309457274828738,0.31715026409284347,GADM,MEX.30.87_1
2020-06-16,MEX_gadm_2,23663,Villa Garc-a,Overall,Overall,full_february,DAY_OF_WEEK,-0.1244027676593631,0.23022305737084892,GADM,MEX.32.52_1
2020-06-16,MEX_gadm_2,22108,Abasolo,Overall,Overall,full_february,DAY_OF_WEEK,-0.11724044116620233,0.20985580497764095,GADM,MEX.11.1_1
2020-06-16,MEX_gadm_2,22150,Celaya,Overall,Overall,full_february,DAY_OF_WEEK,-0.17812680603105555,0.22946387795420065,GADM,MEX.11.7_1
2020-06-16,MEX_gadm_2,22373,Encarnaci-n de D-az,Overall,Overall,full_february,DAY_OF_WEEK,-0.1378017163718053,0.21263042671087085,GADM,MEX.14.39_1
2020-06-16,MEX_gadm_2,22393,La Huerta,Overall,Overall,full_february,DAY_OF_WEEK,-0.11066381301478036,0.2225761491801618,GADM,MEX.14.57_1
2020-06-16,MEX_gadm_2,22525,Ocuilan,Overall,Overall,full_february,DAY_OF_WEEK,-0.15294326239128947,0.2520403990521659,GADM,MEX.15.66_1
2020-06-16,MEX_gadm_2,22563,Tzintzuntzan,Overall,Overall,full_february,DAY_OF_WEEK,-0.2024380542188187,0.2192327079675646,GADM,MEX.16.100_1
2020-06-16,MEX_gadm_2,23143,Agua Prieta,Overall,Overall,full_february,DAY_OF_WEEK,-0.12553459376375706,0.21939432710733062,GADM,MEX.26.2_1
2020-06-16,MEX_gadm_2,23459,Coscomatepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.26057560735459684,0.2306951451827125,GADM,MEX.30.55_1
2020-06-16,MEX_gadm_2,22524,Ocoyoacac,Overall,Overall,full_february,DAY_OF_WEEK,-0.31860776910109895,0.27119816616944886,GADM,MEX.15.65_1
2020-06-16,MEX_gadm_2,22546,Temascalapa,Overall,Overall,full_february,DAY_OF_WEEK,-0.29125280396093217,0.24691426246369597,GADM,MEX.15.85_1
