ds,crisis_name,polygon_id,polygon_name,age_bracket,gender,baseline_name,baseline_type,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,external_polygon_id_type,external_polygon_id
2020-08-13,MEX_gadm_2,22108,Abasolo,Overall,Overall,full_february,DAY_OF_WEEK,-0.1599018498869335,0.2123578733171266,GADM,MEX.11.1_1
2020-08-13,MEX_gadm_2,22150,Celaya,Overall,Overall,full_february,DAY_OF_WEEK,-0.13747285222774347,0.21698978383482254,GADM,MEX.11.7_1
2020-08-13,MEX_gadm_2,22373,Encarnaci-n de D-az,Overall,Overall,full_february,DAY_OF_WEEK,-0.011224302467304291,0.19605537196935577,GADM,MEX.14.39_1
2020-08-13,MEX_gadm_2,22393,La Huerta,Overall,Overall,full_february,DAY_OF_WEEK,-0.12334142859597516,0.2263291654066095,GADM,MEX.14.57_1
2020-08-13,MEX_gadm_2,22563,Tzintzuntzan,Overall,Overall,full_february,DAY_OF_WEEK,-0.2485534568678304,0.2575628968478819,GADM,MEX.16.100_1
2020-08-13,MEX_gadm_2,22107,Cortazar,Overall,Overall,full_february,DAY_OF_WEEK,-0.12455480657292521,0.20191321803526655,GADM,MEX.11.10_1
2020-08-13,MEX_gadm_2,22484,Cocotitl-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.2373866187614735,0.2444726734508676,GADM,MEX.15.29_1
2020-08-13,MEX_gadm_2,22639,Pajacuar-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.13359381645377233,0.20811066938946565,GADM,MEX.16.66_1
2020-08-13,MEX_gadm_2,23494,Jes-s Carranza,Overall,Overall,full_february,DAY_OF_WEEK,-0.15870427242091836,0.32885742042977195,GADM,MEX.30.87_1
2020-08-13,MEX_gadm_2,23663,Villa Garc-a,Overall,Overall,full_february,DAY_OF_WEEK,-0.11484703616898433,0.21427292878222784,GADM,MEX.32.52_1
2020-08-13,MEX_gadm_2,23143,Agua Prieta,Overall,Overall,full_february,DAY_OF_WEEK,-0.08710494394205888,0.19216905046637045,GADM,MEX.26.2_1
2020-08-13,MEX_gadm_2,23459,Coscomatepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.20639733746516953,0.23906110995331523,GADM,MEX.30.55_1
2020-08-13,MEX_gadm_2,22524,Ocoyoacac,Overall,Overall,full_february,DAY_OF_WEEK,-0.20915771285805304,0.2265923777015599,GADM,MEX.15.65_1
2020-08-13,MEX_gadm_2,22546,Temascalapa,Overall,Overall,full_february,DAY_OF_WEEK,-0.20006468298160912,0.22406173200858193,GADM,MEX.15.85_1
2020-08-13,MEX_gadm_2,22493,Huehuetoca,Overall,Overall,full_february,DAY_OF_WEEK,-0.2052113265871831,0.24877146086563867,GADM,MEX.15.37_1
2020-08-13,MEX_gadm_2,22640,Panind-cuaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.13277927046229032,0.19463416398912972,GADM,MEX.16.67_1
2020-08-13,MEX_gadm_2,22662,Taretan,Overall,Overall,full_february,DAY_OF_WEEK,-0.06194582207704545,0.21241568839593175,GADM,MEX.16.87_1
2020-08-13,MEX_gadm_2,22894,Tianguismanalco,Overall,Overall,full_february,DAY_OF_WEEK,-0.1633021547799297,0.18213158470062382,GADM,MEX.21.172_1
2020-08-13,MEX_gadm_2,23405,Vega de Alatorre,Overall,Overall,full_february,DAY_OF_WEEK,-0.0439900530852579,0.27968851422312097,GADM,MEX.30.190_1
2020-08-13,MEX_gadm_2,23879,Sabinas,Overall,Overall,full_february,DAY_OF_WEEK,-0.11703180969238365,0.21363462731784275,GADM,MEX.7.29_1
2020-08-13,MEX_gadm_2,22126,Salamanca,Overall,Overall,full_february,DAY_OF_WEEK,-0.14851347560481531,0.22552388065649714,GADM,MEX.11.27_1
2020-08-13,MEX_gadm_2,22856,San Pedro Cholula,Overall,Overall,full_february,DAY_OF_WEEK,-0.2504714638269258,0.2596425705152316,GADM,MEX.21.138_1
2020-08-13,MEX_gadm_2,23173,Puerto Pe-asco,Overall,Overall,full_february,DAY_OF_WEEK,-0.10050304816972626,0.21089199822752983,GADM,MEX.26.48_1
2020-08-13,MEX_gadm_2,23632,Loreto,Overall,Overall,full_february,DAY_OF_WEEK,-0.03385265723662584,0.1493361895282235,GADM,MEX.32.24_1
2020-08-13,MEX_gadm_2,23781,Tapachula,Overall,Overall,full_february,DAY_OF_WEEK,-0.12178495149547944,0.24723177794150633,GADM,MEX.5.90_1
2020-08-13,MEX_gadm_2,23792,Buenaventura,Overall,Overall,full_february,DAY_OF_WEEK,0.1141959523213305,0.13543918095964225,GADM,MEX.6.10_1
2020-08-13,MEX_gadm_2,22119,Ac-mbaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.14188340006061667,0.21000063024711554,GADM,MEX.11.2_1
2020-08-13,MEX_gadm_2,22540,Soyaniquilpan de Ju-rez,Overall,Overall,full_february,DAY_OF_WEEK,-0.27392915428143805,0.1729584706231476,GADM,MEX.15.80_1
2020-08-13,MEX_gadm_2,22544,Tejupilco,Overall,Overall,full_february,DAY_OF_WEEK,-0.1656215373975845,0.24323342610007062,GADM,MEX.15.83_1
2020-08-13,MEX_gadm_2,22947,Ca-ada Morelos,Overall,Overall,full_february,DAY_OF_WEEK,-0.14485774192789094,0.2765195210399258,GADM,MEX.21.28_1
2020-08-13,MEX_gadm_2,23082,Santa Mar-a del R-o,Overall,Overall,full_february,DAY_OF_WEEK,-0.08438644738862679,0.1812400695785243,GADM,MEX.24.34_1
2020-08-13,MEX_gadm_2,22116,Jer-cuaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.13393992450729722,0.20520242155274146,GADM,MEX.11.18_1
2020-08-13,MEX_gadm_2,23751,Ocosingo,Overall,Overall,full_february,DAY_OF_WEEK,-0.10795396137772222,0.24474387745599493,GADM,MEX.5.62_1
2020-08-13,MEX_gadm_2,23911,Tlalpan,Overall,Overall,full_february,DAY_OF_WEEK,-0.33142751233604656,0.278207152599325,GADM,MEX.9.14_1
2020-08-13,MEX_gadm_2,22681,Jonacatepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.23135403972538185,0.2931301809004133,GADM,MEX.17.13_1
2020-08-13,MEX_gadm_2,23029,Pedro Escobedo,Overall,Overall,full_february,DAY_OF_WEEK,-0.0441505606223577,0.16550486558831046,GADM,MEX.22.11_1
2020-08-13,MEX_gadm_2,23722,Huehuet-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.25953271956495155,0.3310362181474721,GADM,MEX.5.36_1
2020-08-13,MEX_gadm_2,23830,Matamoros,Overall,Overall,full_february,DAY_OF_WEEK,-0.08400352994423946,0.16487468277964135,GADM,MEX.6.44_1
2020-08-13,MEX_gadm_2,22301,Tolcayuca,Overall,Overall,full_february,DAY_OF_WEEK,-0.2680294860718681,0.24533547011680143,GADM,MEX.13.74_1
2020-08-13,MEX_gadm_2,22311,Zempoala,Overall,Overall,full_february,DAY_OF_WEEK,-0.19465876705245097,0.22971587573833074,GADM,MEX.13.83_1
2020-08-13,MEX_gadm_2,22807,Dist. Ejutla,Overall,Overall,full_february,DAY_OF_WEEK,-0.17933707042874278,0.2573305604455042,GADM,MEX.20.5_1
2020-08-13,MEX_gadm_2,22237,Chapulhuac-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.0971128080451104,0.23631973416591281,GADM,MEX.13.16_1
2020-08-13,MEX_gadm_2,22289,Tepeji del R-o de Ocampo,Overall,Overall,full_february,DAY_OF_WEEK,-0.17573909626587078,0.24585202193003022,GADM,MEX.13.63_1
2020-08-13,MEX_gadm_2,22444,Tianguistenco,Overall,Overall,full_february,DAY_OF_WEEK,-0.18200853866367958,0.20905434042906196,GADM,MEX.15.102_1
2020-08-13,MEX_gadm_2,22521,Nezahualc-yotl,Overall,Overall,full_february,DAY_OF_WEEK,-0.23000181086838753,0.31209815288471054,GADM,MEX.15.62_1
2020-08-13,MEX_gadm_2,22616,Jiquilpan,Overall,Overall,full_february,DAY_OF_WEEK,-0.12989781377236337,0.2112404132780501,GADM,MEX.16.45_1
2020-08-13,MEX_gadm_2,22624,L-zaro C-rdenas,Overall,Overall,full_february,DAY_OF_WEEK,-0.11462107380242763,0.20794637050645476,GADM,MEX.16.52_1
2020-08-13,MEX_gadm_2,22795,Dist. Tehuantepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.2321263076833364,0.29625621604728364,GADM,MEX.20.21_1
2020-08-13,MEX_gadm_2,22114,Irapuato,Overall,Overall,full_february,DAY_OF_WEEK,-0.1557548699260396,0.23440033708884203,GADM,MEX.11.16_1
2020-08-13,MEX_gadm_2,22787,Dist. Mixe,Overall,Overall,full_february,DAY_OF_WEEK,0.10446917539551309,0.2540829463074082,GADM,MEX.20.14_1
2020-08-13,MEX_gadm_2,22958,Chignahuapan,Overall,Overall,full_february,DAY_OF_WEEK,-0.17532882635326077,0.1950015205704983,GADM,MEX.21.38_1
2020-08-13,MEX_gadm_2,23140,Cananea,Overall,Overall,full_february,DAY_OF_WEEK,-0.13582390471538167,0.2716117113319832,GADM,MEX.26.18_1
2020-08-13,MEX_gadm_2,23150,Guaymas,Overall,Overall,full_february,DAY_OF_WEEK,-0.17949546298935365,0.24542912382076912,GADM,MEX.26.27_1
2020-08-13,MEX_gadm_2,23787,Teopisca,Overall,Overall,full_february,DAY_OF_WEEK,-0.061091347255229383,0.16791306278915574,GADM,MEX.5.95_1
2020-08-13,MEX_gadm_2,22797,Dist. Teposcolula,Overall,Overall,full_february,DAY_OF_WEEK,-0.08660921144527738,0.22860825725900777,GADM,MEX.20.23_1
2020-08-13,MEX_gadm_2,22805,Cuicatlan,Overall,Overall,full_february,DAY_OF_WEEK,-0.07789352575972544,0.279908331099558,GADM,MEX.20.3_1
2020-08-13,MEX_gadm_2,23018,Juan N. M-ndez,Overall,Overall,full_february,DAY_OF_WEEK,-0.22481789460968749,0.22704949736208266,GADM,MEX.21.92_1
2020-08-13,MEX_gadm_2,23129,Culiac-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.22089688755965878,0.2578835085494048,GADM,MEX.25.8_1
2020-08-13,MEX_gadm_2,23172,Pitiquito,Overall,Overall,full_february,DAY_OF_WEEK,-0.08024242353871568,0.21277635230413808,GADM,MEX.26.47_1
2020-08-13,MEX_gadm_2,23216,Emiliano Zapata,Overall,Overall,full_february,DAY_OF_WEEK,4.724397676446677e-05,0.3099114990689257,GADM,MEX.27.8_1
