ds,crisis_name,polygon_id,polygon_name,age_bracket,gender,baseline_name,baseline_type,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
2020-05-25,MEX_gadm_2,22546,Temascalapa,Overall,Overall,full_february,DAY_OF_WEEK,-0.32114891627661285,0.2651465420674685
2020-05-25,MEX_gadm_2,23655,Tepetongo,Overall,Overall,full_february,DAY_OF_WEEK,-0.03188366892510746,0.28667503720628373
2020-05-25,MEX_gadm_2,22107,Cortazar,Overall,Overall,full_february,DAY_OF_WEEK,-0.21822091003563335,0.23089566080637552
2020-05-25,MEX_gadm_2,23494,Jes-s Carranza,Overall,Overall,full_february,DAY_OF_WEEK,-0.1139292309797454,0.29580859153147016
2020-05-25,MEX_gadm_2,22540,Soyaniquilpan de Ju-rez,Overall,Overall,full_february,DAY_OF_WEEK,-0.30770785973000236,0.18259151551320393
2020-05-25,MEX_gadm_2,22947,Ca-ada Morelos,Overall,Overall,full_february,DAY_OF_WEEK,-0.1949065560899494,0.22945072188019863
2020-05-25,MEX_gadm_2,22116,Jer-cuaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.16095947049955878,0.21846641809623024
2020-05-25,MEX_gadm_2,22301,Tolcayuca,Overall,Overall,full_february,DAY_OF_WEEK,-0.37337255947696246,0.2782331893350939
2020-05-25,MEX_gadm_2,22939,Zoquiapan,Overall,Overall,full_february,DAY_OF_WEEK,-0.288870102567354,0.2669269575089062
2020-05-25,MEX_gadm_2,23819,Janos,Overall,Overall,full_february,DAY_OF_WEEK,-0.12373938104301602,0.16152719607767538
2020-05-25,MEX_gadm_2,22289,Tepeji del R-o de Ocampo,Overall,Overall,full_february,DAY_OF_WEEK,-0.27940007963119,0.2789224468727088
2020-05-25,MEX_gadm_2,22797,Dist. Teposcolula,Overall,Overall,full_february,DAY_OF_WEEK,-0.3263968660588817,0.2448910482750865
2020-05-25,MEX_gadm_2,23172,Pitiquito,Overall,Overall,full_february,DAY_OF_WEEK,-0.26112869209566203,0.22419637824249236
2020-05-25,MEX_gadm_2,22564,Arteaga,Overall,Overall,full_february,DAY_OF_WEEK,-0.2477472291324893,0.21458739676206734
2020-05-25,MEX_gadm_2,22221,Arcelia,Overall,Overall,full_february,DAY_OF_WEEK,-0.39022209794400187,0.32303352232146326
