ds,crisis_name,polygon_id,polygon_name,age_bracket,gender,baseline_name,baseline_type,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
2020-05-12,MEX_gadm_2,22108,Abasolo,Overall,Overall,full_february,DAY_OF_WEEK,-0.22865222200011387,0.24831323357328267
2020-05-12,MEX_gadm_2,22150,Celaya,Overall,Overall,full_february,DAY_OF_WEEK,-0.3035892726191576,0.2943177489210133
2020-05-12,MEX_gadm_2,22373,Encarnaci-n de D-az,Overall,Overall,full_february,DAY_OF_WEEK,-0.15187577627159696,0.23512666573493768
2020-05-12,MEX_gadm_2,22393,La Huerta,Overall,Overall,full_february,DAY_OF_WEEK,-0.13864703365442863,0.24642413599800939
2020-05-12,MEX_gadm_2,22525,Ocuilan,Overall,Overall,full_february,DAY_OF_WEEK,-0.3305133379072161,0.3102727077362501
2020-05-12,MEX_gadm_2,22563,Tzintzuntzan,Overall,Overall,full_february,DAY_OF_WEEK,-0.2683982027228302,0.27048613000514726
2020-05-12,MEX_gadm_2,22107,Cortazar,Overall,Overall,full_february,DAY_OF_WEEK,-0.26898904797954076,0.271783491927144
2020-05-12,MEX_gadm_2,22484,Cocotitl-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.4076233695995058,0.34109567663514456
2020-05-12,MEX_gadm_2,22639,Pajacuar-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.12108317077367473,0.2306414514862147
2020-05-12,MEX_gadm_2,23494,Jes-s Carranza,Overall,Overall,full_february,DAY_OF_WEEK,-0.13842891714722855,0.32006274632558984
2020-05-12,MEX_gadm_2,23663,Villa Garc-a,Overall,Overall,full_february,DAY_OF_WEEK,-0.29055052868605147,0.27981389106000304
2020-05-12,MEX_gadm_2,22524,Ocoyoacac,Overall,Overall,full_february,DAY_OF_WEEK,-0.38679516057292335,0.29508975739414095
2020-05-12,MEX_gadm_2,22546,Temascalapa,Overall,Overall,full_february,DAY_OF_WEEK,-0.3821167587633414,0.30369747028525923
2020-05-12,MEX_gadm_2,23655,Tepetongo,Overall,Overall,full_february,DAY_OF_WEEK,-0.32327266686428063,0.32163131169225917
2020-05-12,MEX_gadm_2,23143,Agua Prieta,Overall,Overall,full_february,DAY_OF_WEEK,-0.21163491602128207,0.2582763808462635
2020-05-12,MEX_gadm_2,23459,Coscomatepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.26653689774703093,0.2836081462965031
2020-05-12,MEX_gadm_2,22126,Salamanca,Overall,Overall,full_february,DAY_OF_WEEK,-0.3153816891835819,0.30518627465968295
2020-05-12,MEX_gadm_2,22856,San Pedro Cholula,Overall,Overall,full_february,DAY_OF_WEEK,-0.4072022849282214,0.3495790206568619
2020-05-12,MEX_gadm_2,23173,Puerto Pe-asco,Overall,Overall,full_february,DAY_OF_WEEK,-0.31166039521745914,0.29116537376148477
2020-05-12,MEX_gadm_2,23632,Loreto,Overall,Overall,full_february,DAY_OF_WEEK,-0.2018458200722048,0.21068185341476567
2020-05-12,MEX_gadm_2,23781,Tapachula,Overall,Overall,full_february,DAY_OF_WEEK,-0.29861612175381463,0.31584192206165546
2020-05-12,MEX_gadm_2,23792,Buenaventura,Overall,Overall,full_february,DAY_OF_WEEK,-0.26880162168869465,0.18075426756098092
2020-05-12,MEX_gadm_2,22493,Huehuetoca,Overall,Overall,full_february,DAY_OF_WEEK,-0.36575524705355855,0.32442946387838884
2020-05-12,MEX_gadm_2,22640,Panind-cuaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.12491359836534041,0.23082256308905125
2020-05-12,MEX_gadm_2,22662,Taretan,Overall,Overall,full_february,DAY_OF_WEEK,-0.2177823942548151,0.25981580749013566
2020-05-12,MEX_gadm_2,22894,Tianguismanalco,Overall,Overall,full_february,DAY_OF_WEEK,-0.2986875135354773,0.22315368756651108
2020-05-12,MEX_gadm_2,23405,Vega de Alatorre,Overall,Overall,full_february,DAY_OF_WEEK,-0.24153546732954592,0.2955589657635264
2020-05-12,MEX_gadm_2,23879,Sabinas,Overall,Overall,full_february,DAY_OF_WEEK,-0.2956100003504734,0.27683936534460013
2020-05-12,MEX_gadm_2,22119,Ac-mbaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.2506225528869431,0.26024640736928306
2020-05-12,MEX_gadm_2,22540,Soyaniquilpan de Ju-rez,Overall,Overall,full_february,DAY_OF_WEEK,-0.2531820885051212,0.20137857951415955
2020-05-12,MEX_gadm_2,22544,Tejupilco,Overall,Overall,full_february,DAY_OF_WEEK,-0.2970078035070519,0.26482429460068807
2020-05-12,MEX_gadm_2,22947,Ca-ada Morelos,Overall,Overall,full_february,DAY_OF_WEEK,-0.2995061491555736,0.2641958814353492
2020-05-12,MEX_gadm_2,23082,Santa Mar-a del R-o,Overall,Overall,full_february,DAY_OF_WEEK,-0.3102642682017843,0.2487019550139169
2020-05-12,MEX_gadm_2,22116,Jer-cuaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.19276967197117753,0.2269939429057144
2020-05-12,MEX_gadm_2,22471,Ayapango,Overall,Overall,full_february,DAY_OF_WEEK,-0.3535723158087566,0.32286821896229734
2020-05-12,MEX_gadm_2,23751,Ocosingo,Overall,Overall,full_february,DAY_OF_WEEK,-0.1887685174159147,0.26853373064275105
2020-05-12,MEX_gadm_2,23911,Tlalpan,Overall,Overall,full_february,DAY_OF_WEEK,-0.5257249893253912,0.3856458989206166
2020-05-12,MEX_gadm_2,22301,Tolcayuca,Overall,Overall,full_february,DAY_OF_WEEK,-0.35667654818429345,0.2601967607662501
2020-05-12,MEX_gadm_2,22311,Zempoala,Overall,Overall,full_february,DAY_OF_WEEK,-0.3521037900415414,0.2654448266446767
2020-05-12,MEX_gadm_2,22807,Dist. Ejutla,Overall,Overall,full_february,DAY_OF_WEEK,-0.17128679609109554,0.22704251443385973
2020-05-12,MEX_gadm_2,22939,Zoquiapan,Overall,Overall,full_february,DAY_OF_WEEK,-0.2738890134731166,0.35076819830722594
2020-05-12,MEX_gadm_2,23693,Zinacant-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.051914180357646604,0.16387492256304903
2020-05-12,MEX_gadm_2,22681,Jonacatepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.3273780513500349,0.3153938982119881
2020-05-12,MEX_gadm_2,23029,Pedro Escobedo,Overall,Overall,full_february,DAY_OF_WEEK,-0.3139965707779574,0.23660201772784653
2020-05-12,MEX_gadm_2,23722,Huehuet-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.29769267975298935,0.3236834783512309
2020-05-12,MEX_gadm_2,23830,Matamoros,Overall,Overall,full_february,DAY_OF_WEEK,-0.24958202943251193,0.25348873237660047
2020-05-12,MEX_gadm_2,22114,Irapuato,Overall,Overall,full_february,DAY_OF_WEEK,-0.3301261271350975,0.31684421022513687
2020-05-12,MEX_gadm_2,22787,Dist. Mixe,Overall,Overall,full_february,DAY_OF_WEEK,-0.1328554024815248,0.274987444057211
2020-05-12,MEX_gadm_2,22958,Chignahuapan,Overall,Overall,full_february,DAY_OF_WEEK,-0.268296066688361,0.25044884220866903
2020-05-12,MEX_gadm_2,23140,Cananea,Overall,Overall,full_february,DAY_OF_WEEK,-0.29440289859714197,0.32970119534195436
2020-05-12,MEX_gadm_2,23150,Guaymas,Overall,Overall,full_february,DAY_OF_WEEK,-0.31382122444466365,0.3097292797481192
2020-05-12,MEX_gadm_2,23787,Teopisca,Overall,Overall,full_february,DAY_OF_WEEK,-0.08759943529966131,0.17411559428009565
2020-05-12,MEX_gadm_2,22237,Chapulhuac-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.16738228568531327,0.2754123871831706
2020-05-12,MEX_gadm_2,22289,Tepeji del R-o de Ocampo,Overall,Overall,full_february,DAY_OF_WEEK,-0.3255359098556342,0.30538155733914324
2020-05-12,MEX_gadm_2,22444,Tianguistenco,Overall,Overall,full_february,DAY_OF_WEEK,-0.3050612898564008,0.28954748259417473
2020-05-12,MEX_gadm_2,22521,Nezahualc-yotl,Overall,Overall,full_february,DAY_OF_WEEK,-0.45032987188499574,0.4331651613860862
2020-05-12,MEX_gadm_2,22616,Jiquilpan,Overall,Overall,full_february,DAY_OF_WEEK,-0.20073253060106241,0.2320165616738813
2020-05-12,MEX_gadm_2,22624,L-zaro C-rdenas,Overall,Overall,full_february,DAY_OF_WEEK,-0.2697051025677683,0.2963813515577263
2020-05-12,MEX_gadm_2,22795,Dist. Tehuantepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.3178085332260767,0.2985883208740427
2020-05-12,MEX_gadm_2,22797,Dist. Teposcolula,Overall,Overall,full_february,DAY_OF_WEEK,-0.24764167164805082,0.25253384878887986
2020-05-12,MEX_gadm_2,22805,Cuicatlan,Overall,Overall,full_february,DAY_OF_WEEK,-0.07808706195556049,0.27409525800794743
2020-05-12,MEX_gadm_2,23018,Juan N. M-ndez,Overall,Overall,full_february,DAY_OF_WEEK,-0.21543022386593072,0.22585449927083967
2020-05-12,MEX_gadm_2,23129,Culiac-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.42055360044882023,0.3694386558732787
2020-05-12,MEX_gadm_2,23172,Pitiquito,Overall,Overall,full_february,DAY_OF_WEEK,-0.20092858890810913,0.2652735988639103
2020-05-12,MEX_gadm_2,23216,Emiliano Zapata,Overall,Overall,full_february,DAY_OF_WEEK,-0.38593913925760914,0.36506058125246316
2020-05-12,MEX_gadm_2,23382,Texistepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.35196326826388535,0.2906792819480091
2020-05-12,MEX_gadm_2,22564,Arteaga,Overall,Overall,full_february,DAY_OF_WEEK,-0.13661002363767,0.25960301696514215
2020-05-12,MEX_gadm_2,22655,Aquila,Overall,Overall,full_february,DAY_OF_WEEK,-0.07812284756958565,0.2702202833757374
2020-05-12,MEX_gadm_2,22840,San Gregorio Atzompa,Overall,Overall,full_february,DAY_OF_WEEK,-0.4588117888555229,0.3813590367809088
2020-05-12,MEX_gadm_2,23034,San Juan del R-o,Overall,Overall,full_february,DAY_OF_WEEK,-0.3055862437394502,0.2743542689246365
2020-05-12,MEX_gadm_2,23337,Perote,Overall,Overall,full_february,DAY_OF_WEEK,-0.21427544972056406,0.2546657445721427
2020-05-12,MEX_gadm_2,23920,Iztacalco,Overall,Overall,full_february,DAY_OF_WEEK,-0.5013623565705427,0.43723037434191836
2020-05-12,MEX_gadm_2,22221,Arcelia,Overall,Overall,full_february,DAY_OF_WEEK,-0.43084545124731044,0.3589842064650844
2020-05-12,MEX_gadm_2,22244,Epazoyucan,Overall,Overall,full_february,DAY_OF_WEEK,-0.3978541246573226,0.32190678978108644
2020-05-12,MEX_gadm_2,22353,Acatl-n de Ju-rez,Overall,Overall,full_february,DAY_OF_WEEK,-0.19000176433888674,0.2154956993851682
2020-05-12,MEX_gadm_2,22395,Lago de Chapala,Overall,Overall,full_february,DAY_OF_WEEK,-0.11369916279780785,0.22441083141581475
2020-05-12,MEX_gadm_2,22733,Abasolo,Overall,Overall,full_february,DAY_OF_WEEK,-0.32845531236926034,0.28084255941348385
2020-05-12,MEX_gadm_2,22959,Chignautla,Overall,Overall,full_february,DAY_OF_WEEK,-0.2841089706532799,0.3095433886561945
2020-05-12,MEX_gadm_2,22981,Domingo Arenas,Overall,Overall,full_february,DAY_OF_WEEK,-0.37681047961531877,0.2644444908282283
2020-05-12,MEX_gadm_2,23249,Tampico,Overall,Overall,full_february,DAY_OF_WEEK,-0.39231139563782136,0.36689002254302716
2020-05-12,MEX_gadm_2,23258,Camargo,Overall,Overall,full_february,DAY_OF_WEEK,-0.2570339854351013,0.208644743329187
2020-05-12,MEX_gadm_2,23443,Actopan,Overall,Overall,full_february,DAY_OF_WEEK,-0.10721441807026039,0.32836046537880936
2020-05-12,MEX_gadm_2,23711,Cintalapa,Overall,Overall,full_february,DAY_OF_WEEK,-0.22280128985179207,0.277286390311053
2020-05-12,MEX_gadm_2,23741,Las Margaritas,Overall,Overall,full_february,DAY_OF_WEEK,-0.18667533801392497,0.23833276078971247
2020-05-12,MEX_gadm_2,22141,Apaseo el Alto,Overall,Overall,full_february,DAY_OF_WEEK,-0.21948565265569214,0.20276992211617492
2020-05-12,MEX_gadm_2,22157,Ayutla de los Libres,Overall,Overall,full_february,DAY_OF_WEEK,-0.2573481299211148,0.2884593470330572
2020-05-12,MEX_gadm_2,22203,San Luis Acatl-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.3512272077985006,0.2843881293965534
2020-05-12,MEX_gadm_2,22441,Texcoco,Overall,Overall,full_february,DAY_OF_WEEK,-0.40970468104457036,0.3569942559474632
2020-05-12,MEX_gadm_2,22599,Cuitzeo,Overall,Overall,full_february,DAY_OF_WEEK,-0.22176867275557458,0.2425606995611451
2020-05-12,MEX_gadm_2,22852,San Miguel Xoxtla,Overall,Overall,full_february,DAY_OF_WEEK,-0.2924876445083413,0.253504352036286
2020-05-12,MEX_gadm_2,23353,Santiago Tuxtla,Overall,Overall,full_february,DAY_OF_WEEK,-0.30545508619371614,0.33553349901099205
2020-05-12,MEX_gadm_2,22068,Guanacev-,Overall,Overall,full_february,DAY_OF_WEEK,0.053853301015118954,0.21363136374693356
2020-05-12,MEX_gadm_2,22127,Salvatierra,Overall,Overall,full_february,DAY_OF_WEEK,-0.27261182076771273,0.28607287130032766
2020-05-12,MEX_gadm_2,22298,Tlanalapa,Overall,Overall,full_february,DAY_OF_WEEK,-0.34345420136276583,0.29059338788441597
2020-05-12,MEX_gadm_2,22472,Calimaya,Overall,Overall,full_february,DAY_OF_WEEK,-0.3076717409259167,0.2652670811670847
2020-05-12,MEX_gadm_2,22592,Coahuayana,Overall,Overall,full_february,DAY_OF_WEEK,-0.15379109629242918,0.2684850750899121
2020-05-12,MEX_gadm_2,22694,Tlaltizap-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.3509878193852686,0.3204677934576322
2020-05-12,MEX_gadm_2,22780,Cadereyta Jim-nez,Overall,Overall,full_february,DAY_OF_WEEK,-0.29171490106381115,0.29280217983818774
2020-05-12,MEX_gadm_2,22877,Teotlalco,Overall,Overall,full_february,DAY_OF_WEEK,-0.21824005874622437,0.2692280501670914
2020-05-12,MEX_gadm_2,23204,Macuspana,Overall,Overall,full_february,DAY_OF_WEEK,-0.4391111640995524,0.4510470176398454
2020-05-12,MEX_gadm_2,23251,Valle Hermoso,Overall,Overall,full_february,DAY_OF_WEEK,-0.22375518119416946,0.20539257224342222
2020-05-12,MEX_gadm_2,23579,Sey-,Overall,Overall,full_february,DAY_OF_WEEK,-0.4663936541339499,0.4112648916166025
2020-05-12,MEX_gadm_2,23627,Jerez,Overall,Overall,full_february,DAY_OF_WEEK,-0.26752667658344714,0.27880184751728426
2020-05-12,MEX_gadm_2,22252,Ixmiquilpan,Overall,Overall,full_february,DAY_OF_WEEK,-0.3259355651478996,0.23974567367027083
2020-05-12,MEX_gadm_2,22460,Xonacatl-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.39745900630264974,0.27197638652521144
2020-05-12,MEX_gadm_2,22579,Zit-cuaro,Overall,Overall,full_february,DAY_OF_WEEK,-0.38207838478129497,0.2860978352947049
2020-05-12,MEX_gadm_2,22580,Buenavista,Overall,Overall,full_february,DAY_OF_WEEK,-0.09575882668999591,0.16828476990035035
2020-05-12,MEX_gadm_2,22777,Apodaca,Overall,Overall,full_february,DAY_OF_WEEK,-0.31272472123578854,0.3165009007899426
2020-05-12,MEX_gadm_2,23303,Chiautempan,Overall,Overall,full_february,DAY_OF_WEEK,-0.17667596071419484,0.22555013123691045
2020-05-12,MEX_gadm_2,23440,Chicontepec,Overall,Overall,full_february,DAY_OF_WEEK,-0.4028019254452155,0.2971130884482282
2020-05-12,MEX_gadm_2,23645,Ojocaliente,Overall,Overall,full_february,DAY_OF_WEEK,-0.22937364822655906,0.2227170893749395
2020-05-12,MEX_gadm_2,23834,Namiquipa,Overall,Overall,full_february,DAY_OF_WEEK,-0.03497553549402312,0.1540980177257563
2020-05-12,MEX_gadm_2,23895,Francisco I. Madero,Overall,Overall,full_february,DAY_OF_WEEK,-0.27111422091847065,0.2962896533512012
2020-05-12,MEX_gadm_2,22678,Amacuzac,Overall,Overall,full_february,DAY_OF_WEEK,-0.3403559325182118,0.31449239393134754
2020-05-12,MEX_gadm_2,22721,Tuxpan,Overall,Overall,full_february,DAY_OF_WEEK,-0.1819494132678329,0.3070168314755771
2020-05-12,MEX_gadm_2,23072,Rioverde,Overall,Overall,full_february,DAY_OF_WEEK,-0.18819686435808847,0.23505917301395976
2020-05-12,MEX_gadm_2,23378,Tepetzintla,Overall,Overall,full_february,DAY_OF_WEEK,-0.34675532502415785,0.3126733876856126
2020-05-12,MEX_gadm_2,23661,Calera,Overall,Overall,full_february,DAY_OF_WEEK,-0.29306742089008575,0.22730430643723543
