ds,crisis_name,polygon_id,polygon_name,age_bracket,gender,baseline_name,baseline_type,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
2020-03-02,MEX_gadm_2,22107,Cortazar,Overall,Overall,full_february,DAY_OF_WEEK,0.0055391875322543214,0.12186865399715169
2020-03-02,MEX_gadm_2,23494,Jes-s Carranza,Overall,Overall,full_february,DAY_OF_WEEK,0.13647199016701161,0.25355566773141985
2020-03-02,MEX_gadm_2,22546,Temascalapa,Overall,Overall,full_february,DAY_OF_WEEK,0.01899486119530167,0.12350716216015392
2020-03-02,MEX_gadm_2,23655,Tepetongo,Overall,Overall,full_february,DAY_OF_WEEK,0.08479610357374734,0.16374155924148362
2020-03-02,MEX_gadm_2,22540,Soyaniquilpan de Ju-rez,Overall,Overall,full_february,DAY_OF_WEEK,0.01877333349225681,0.09080569256659073
2020-03-02,MEX_gadm_2,22947,Ca-ada Morelos,Overall,Overall,full_february,DAY_OF_WEEK,0.07652190607489077,0.14150278725164958
2020-03-02,MEX_gadm_2,22116,Jer-cuaro,Overall,Overall,full_february,DAY_OF_WEEK,0.07227234297516011,0.11923789405436601
2020-03-02,MEX_gadm_2,22301,Tolcayuca,Overall,Overall,full_february,DAY_OF_WEEK,0.08576196870207313,0.11867421335037946
2020-03-02,MEX_gadm_2,22939,Zoquiapan,Overall,Overall,full_february,DAY_OF_WEEK,-0.02041412434876079,0.16743166190423625
2020-03-02,MEX_gadm_2,22289,Tepeji del R-o de Ocampo,Overall,Overall,full_february,DAY_OF_WEEK,0.030028377176988297,0.13770834621810166
2020-03-02,MEX_gadm_2,22564,Arteaga,Overall,Overall,full_february,DAY_OF_WEEK,-0.10369357937351889,0.1390645843174519
2020-03-02,MEX_gadm_2,22797,Dist. Teposcolula,Overall,Overall,full_february,DAY_OF_WEEK,-0.07349274819566144,0.11402297083854006
2020-03-02,MEX_gadm_2,23172,Pitiquito,Overall,Overall,full_february,DAY_OF_WEEK,0.09232094083696647,0.18107900203605617
2020-03-02,MEX_gadm_2,22221,Arcelia,Overall,Overall,full_february,DAY_OF_WEEK,-0.006395543186781857,0.11133499993730903
2020-03-02,MEX_gadm_2,23249,Tampico,Overall,Overall,full_february,DAY_OF_WEEK,-0.017650257634421126,0.1129826287403059
2020-03-02,MEX_gadm_2,22599,Cuitzeo,Overall,Overall,full_february,DAY_OF_WEEK,0.04301079313263078,0.12393238712208515
2020-03-02,MEX_gadm_2,22068,Guanacev-,Overall,Overall,full_february,DAY_OF_WEEK,0.20286125110749195,0.23859199098895512
2020-03-02,MEX_gadm_2,22127,Salvatierra,Overall,Overall,full_february,DAY_OF_WEEK,0.005166337247007153,0.13799113751758796
2020-03-02,MEX_gadm_2,22877,Teotlalco,Overall,Overall,full_february,DAY_OF_WEEK,-0.011620547078561413,0.15146509291971136
2020-03-02,MEX_gadm_2,22580,Buenavista,Overall,Overall,full_february,DAY_OF_WEEK,-0.017545401780136916,0.1288210941155096
2020-03-02,MEX_gadm_2,22777,Apodaca,Overall,Overall,full_february,DAY_OF_WEEK,0.0902656904606782,0.12359093692468372
2020-03-02,MEX_gadm_2,23303,Chiautempan,Overall,Overall,full_february,DAY_OF_WEEK,0.14785607318685123,0.11493172665829436
2020-03-02,MEX_gadm_2,23895,Francisco I. Madero,Overall,Overall,full_february,DAY_OF_WEEK,0.03512821874923274,0.12162925068145494
2020-03-02,MEX_gadm_2,23617,Apozol,Overall,Overall,full_february,DAY_OF_WEEK,0.0012353012340752749,0.12603398318131484
2020-03-02,MEX_gadm_2,22721,Tuxpan,Overall,Overall,full_february,DAY_OF_WEEK,-0.05083790120126112,0.17080414462879118
2020-03-02,MEX_gadm_2,23072,Rioverde,Overall,Overall,full_february,DAY_OF_WEEK,0.017332151575854784,0.09973030048622848
2020-03-02,MEX_gadm_2,23678,Champot-n,Overall,Overall,full_february,DAY_OF_WEEK,0.15285711845935904,0.15851356149630236
2020-03-02,MEX_gadm_2,23026,La Paz,Overall,Overall,full_february,DAY_OF_WEEK,0.018846111925149817,0.10345990185659845
2020-03-02,MEX_gadm_2,22408,Antonio Escobedo,Overall,Overall,full_february,DAY_OF_WEEK,0.059418260948918625,0.11941128550031561
2020-03-02,MEX_gadm_2,22649,Quer-ndaro,Overall,Overall,full_february,DAY_OF_WEEK,0.12704863355007978,0.12363640541947295
2020-03-02,MEX_gadm_2,22572,Zamora,Overall,Overall,full_february,DAY_OF_WEEK,0.04659414334045016,0.11969990685958458
2020-03-02,MEX_gadm_2,22543,Tec-mac,Overall,Overall,full_february,DAY_OF_WEEK,0.007585363216649555,0.15139512077285577
2020-03-02,MEX_gadm_2,22796,Dist. Teotitlan,Overall,Overall,full_february,DAY_OF_WEEK,0.0147344302310939,0.18098413523528134
2020-03-02,MEX_gadm_2,23710,Chil-n,Overall,Overall,full_february,DAY_OF_WEEK,-0.0266071321617407,0.1774189636996929
2020-03-02,MEX_gadm_2,23733,Ju-rez,Overall,Overall,full_february,DAY_OF_WEEK,0.05422770008158927,0.15372819421052406
2020-03-02,MEX_gadm_2,22445,Timilpan,Overall,Overall,full_february,DAY_OF_WEEK,0.08548317355650152,0.12195481054784846
2020-03-02,MEX_gadm_2,23720,Frontera Comalapa,Overall,Overall,full_february,DAY_OF_WEEK,-0.02906609743429408,0.19470529622848565
2020-03-02,MEX_gadm_2,23912,Venustiano Carranza,Overall,Overall,full_february,DAY_OF_WEEK,0.01920075592621665,0.15539102142643585
2020-03-02,MEX_gadm_2,23818,Ignacio Zaragoza,Overall,Overall,full_february,DAY_OF_WEEK,0.007427026340498054,0.0848822279344547
2020-03-02,MEX_gadm_2,22410,Puerto Vallarta,Overall,Overall,full_february,DAY_OF_WEEK,0.009562517438533777,0.10972229829580508
2020-03-02,MEX_gadm_2,23618,Fresnillo,Overall,Overall,full_february,DAY_OF_WEEK,0.05920676428860747,0.1148857850831717
2020-03-02,MEX_gadm_2,22559,Tequixquiac,Overall,Overall,full_february,DAY_OF_WEEK,0.010894815446693788,0.15041995045381756
2020-03-02,MEX_gadm_2,23244,R-o Bravo,Overall,Overall,full_february,DAY_OF_WEEK,0.036094074879048865,0.11295248757039973
2020-03-02,MEX_gadm_2,22414,San Juan de los Lagos,Overall,Overall,full_february,DAY_OF_WEEK,0.014363598400594266,0.11370085097987799
2020-03-02,MEX_gadm_2,22577,Ziracuaretiro,Overall,Overall,full_february,DAY_OF_WEEK,0.029788995813983418,0.13975579237830726
2020-03-02,MEX_gadm_2,23193,Ures,Overall,Overall,full_february,DAY_OF_WEEK,0.0431446950427375,0.1572299791520143
2020-03-02,MEX_gadm_2,22505,Jilotzingo,Overall,Overall,full_february,DAY_OF_WEEK,0.030564453919662553,0.11571354885477789
2020-03-02,MEX_gadm_2,22547,Temascalcingo,Overall,Overall,full_february,DAY_OF_WEEK,0.05280118750768388,0.1169472676457296
2020-03-02,MEX_gadm_2,23892,Casta-os,Overall,Overall,full_february,DAY_OF_WEEK,0.059171879575410286,0.11598253561795163
2020-03-02,MEX_gadm_2,23468,Espinal,Overall,Overall,full_february,DAY_OF_WEEK,0.0006177973637178011,0.18804944521229858
2020-03-02,MEX_gadm_2,23796,Casas Grandes,Overall,Overall,full_february,DAY_OF_WEEK,-0.009089613309672409,0.10388063261978102
2020-03-02,MEX_gadm_2,23123,Angostura,Overall,Overall,full_february,DAY_OF_WEEK,0.37763400474462533,0.10117722508518953
2020-03-02,MEX_gadm_2,22537,San Mateo Atenco,Overall,Overall,full_february,DAY_OF_WEEK,0.017138844020312353,0.1128920566575395
2020-03-02,MEX_gadm_2,22740,Garc-a,Overall,Overall,full_february,DAY_OF_WEEK,0.07839663139918976,0.14435717814084492
2020-03-02,MEX_gadm_2,22117,Le-n,Overall,Overall,full_february,DAY_OF_WEEK,0.0049764508282237946,0.11884612629525225
2020-03-02,MEX_gadm_2,22376,G-mez Far-as,Overall,Overall,full_february,DAY_OF_WEEK,0.11639793041193099,0.08833242108900685
2020-03-02,MEX_gadm_2,22742,General Escobedo,Overall,Overall,full_february,DAY_OF_WEEK,0.1065254183621096,0.12066288709318906
2020-03-02,MEX_gadm_2,23716,Acapetahua,Overall,Overall,full_february,DAY_OF_WEEK,0.06902584650331817,0.1649339172462923
2020-03-02,MEX_gadm_2,23023,Mixtla,Overall,Overall,full_february,DAY_OF_WEEK,-0.05590448596356812,0.10551020365059606
2020-03-02,MEX_gadm_2,23229,Llera,Overall,Overall,full_february,DAY_OF_WEEK,0.0021856572436099405,0.10821749482579456
2020-03-02,MEX_gadm_2,23762,Pijijiapan,Overall,Overall,full_february,DAY_OF_WEEK,0.0367429084949796,0.15474152516799033
